"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_experiment","count_experimentalLoop","count_expsequence","count_fixation","count_incorrectFeedback","count_instruction1","count_instruction2","count_instruction3","count_keyboard_response","count_logger","count_memoryset","count_practiceloop","count_probe","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceloop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instruction2","response_instruction3","response_keyboard_response","response_time","response_time_instruction1","response_time_instruction2","response_time_instruction3","response_time_keyboard_response","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_experiment","time_experimentalLoop","time_expsequence","time_fixation","time_incorrectFeedback","time_instruction1","time_instruction2","time_instruction3","time_keyboard_response","time_logger","time_memoryset","time_practiceloop","time_probe","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"94.2857142857","94.2857142857","754.714285714","754.714285714","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","34","34","0","0","34","34","34","0","0","0","34","34","34","0","34","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","22","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","3 4 9 6 2 9","Lentiform Loewenfeld","3.3.12","5","y","0","left","right","left","NA","left","624","8882","40773","NA","624","2","legacy","6","1024","2","48000","-16","experiment","2","even","2","261435","258139","2523","124463","259224","259225","179860","2526","83689","NA","263440","264064","260230","11409","263439","Sternberg Task","33","26415","35","yes","1024"
"94.4444444444","94.4444444444","753.444444444","753.444444444","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","35","35","0","0","35","35","35","0","0","0","35","35","35","0","35","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","23","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","9","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","left","NA","right","709","8882","40773","NA","709","2","legacy","1","1024","2","48000","-16","experiment","2","even","6","267355","264071","2523","124463","265146","265147","179860","2526","83689","NA","269358","270068","266150","11409","269358","Sternberg Task","34","27124","36","yes","1024"
"91.8918918919","91.8918918919","759.540540541","759.540540541","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","36","36","0","0","36","36","36","0","0","0","36","36","36","0","36","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","24","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","5 2","Lentiform Loewenfeld","3.3.12","0","n","0","left","right","left","NA","left","979","8882","40773","NA","979","2","legacy","2","1024","2","48000","-16","experiment","2","even","7","273367","270075","2523","124463","271159","271161","179860","2526","83689","NA","275370","276350","272162","11409","275369","Sternberg Task","34","28103","37","yes","1024"
"92.1052631579","92.1052631579","752.921052632","752.921052632","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","37","37","0","0","37","37","37","0","0","0","37","37","37","0","37","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","25","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","4 1","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","left","NA","right","508","8882","40773","NA","508","2","legacy","2","1024","2","48000","-16","experiment","2","even","6","279645","270075","2523","124463","277434","277435","276356","2526","83689","NA","281649","282157","278439","11409","281649","Sternberg Task","35","28611","38","yes","1024"
"92.3076923077","92.3076923077","746","746","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","38","38","0","0","38","38","38","0","0","0","38","38","38","0","38","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","26","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","9 8 4","Lentiform Loewenfeld","3.3.12","1","y","0","left","right","left","NA","left","483","8882","40773","NA","483","2","legacy","3","1024","2","48000","-16","experiment","2","even","9","285452","282164","2523","124463","283242","283244","276356","2526","83689","NA","287456","287940","284248","11409","287456","Sternberg Task","36","29094","39","yes","1024"
"92.5","92.5","753.15","753.15","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","39","39","0","0","39","39","39","0","0","0","39","39","39","0","39","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","27","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","6 3 1 7 9 8","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","left","NA","right","1032","8882","40773","NA","1032","2","legacy","6","1024","2","48000","-16","experiment","2","even","4","291242","287948","2523","124463","289031","289032","276356","2526","83689","NA","293247","294279","290036","11409","293247","Sternberg Task","37","30126","40","yes","1024"
"90.243902439","90.243902439","748.707317073","748.707317073","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","40","40","0","0","40","40","40","0","0","0","40","40","40","0","40","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","28","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","7 4 2 6 3 5","Lentiform Loewenfeld","3.3.12","6","y","0","right","right","left","NA","right","571","8882","40773","NA","571","2","legacy","6","1024","2","48000","-16","experiment","2","even","5","297585","294285","2523","124463","295374","295376","276356","2526","83689","NA","299591","300163","296380","11409","299590","Sternberg Task","37","30697","41","yes","1024"
"90.4761904762","90.4761904762","749.619047619","749.619047619","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","41","41","0","0","41","41","41","0","0","0","41","41","41","0","41","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","29","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","8 9 5 6 7","Lentiform Loewenfeld","3.3.12","1","y","0","left","right","left","NA","left","787","8882","40773","NA","787","2","legacy","5","1024","2","48000","-16","experiment","2","even","8","303455","294285","2523","124463","301246","301248","300169","2526","83689","NA","305459","306247","302251","11409","305459","Sternberg Task","38","31484","42","yes","1024"
"90.6976744186","90.6976744186","746.11627907","746.11627907","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","42","42","0","0","42","42","42","0","0","0","42","42","42","0","42","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","30","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","8 9","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","left","NA","right","599","8882","40773","NA","599","2","legacy","2","1024","2","48000","-16","experiment","2","even","5","309549","306254","2523","124463","307338","307340","300169","2526","83689","NA","311555","312154","308345","11409","311554","Sternberg Task","39","32083","43","yes","1024"
"90.9090909091","90.9090909091","741.318181818","741.318181818","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","43","43","0","0","43","43","43","0","0","0","43","43","43","0","43","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","31","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","3 4 2","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","left","NA","right","535","8882","40773","NA","535","2","legacy","3","1024","2","48000","-16","experiment","2","even","5","315448","312160","2523","124463","313239","313241","300169","2526","83689","NA","317451","317986","314245","11409","317451","Sternberg Task","40","32618","44","yes","1024"
"88.8888888889","88.8888888889","769.288888889","769.288888889","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","44","44","0","0","44","44","44","0","0","0","44","44","44","0","44","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","32","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","4 8 1 2","Lentiform Loewenfeld","3.3.12","0","n","0","None","right","left","NA","None","2000","8882","40773","NA","2000","2","legacy","4","1024","2","48000","-16","experiment","2","even","7","321265","317991","2523","124463","319061","319063","300169","2526","83689","NA","323267","325267","320064","11409","323267","Sternberg Task","40","34618","45","yes","1024"
"89.1304347826","89.1304347826","767.217391304","767.217391304","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","45","45","0","0","45","45","45","0","0","0","45","45","45","0","45","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","33","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","8 9 5 7 1 6","Lentiform Loewenfeld","3.3.12","4","y","0","left","right","left","NA","left","674","8882","40773","NA","674","2","legacy","6","1024","2","48000","-16","experiment","2","even","7","328546","317991","2523","124463","326340","326341","325273","2526","83689","NA","330549","331223","327344","11409","330549","Sternberg Task","41","35292","46","yes","1024"
"89.3617021277","89.3617021277","761.957446809","761.957446809","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","46","46","0","0","46","46","46","0","0","0","46","46","46","0","46","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","34","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","7 6 4 8 1 2","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","left","NA","right","520","8882","40773","NA","520","2","legacy","6","1024","2","48000","-16","experiment","2","even","9","334517","331229","2523","124463","332307","332309","325273","2526","83689","NA","336522","337043","333313","11409","336521","Sternberg Task","42","35812","47","yes","1024"
"89.5833333333","89.5833333333","761.458333333","761.458333333","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","47","47","0","0","47","47","47","0","0","0","47","47","47","0","47","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","35","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","2 8 6 3 1","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","left","NA","right","738","8882","40773","NA","738","2","legacy","5","1024","2","48000","-16","experiment","2","even","7","340341","337051","2523","124463","338131","338133","325273","2526","83689","NA","342344","343083","339137","11409","342343","Sternberg Task","43","36550","48","yes","1024"
"89.7959183673","89.7959183673","759.285714286","759.285714286","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","48","48","0","0","48","48","48","0","0","0","48","48","48","0","48","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","36","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","6 9 7 3 8 2","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","left","NA","right","655","8882","40773","NA","655","2","legacy","6","1024","2","48000","-16","experiment","2","even","5","346374","343088","2523","124463","344165","344167","325273","2526","83689","NA","348376","349032","345171","11409","348376","Sternberg Task","44","37205","49","yes","1024"
"90","90","758.46","758.46","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","49","49","0","0","49","49","49","0","0","0","49","49","49","0","49","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","37","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","5 3 2 6 9 8","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","left","NA","right","718","8882","40773","NA","718","2","legacy","6","1024","2","48000","-16","experiment","2","even","4","352325","349037","2523","124463","350113","350115","325273","2526","83689","NA","354330","355048","351120","11409","354330","Sternberg Task","45","37923","50","yes","1024"
"90.1960784314","90.1960784314","759.098039216","759.098039216","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","50","50","0","0","50","50","50","0","0","0","50","50","50","0","50","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","38","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","4","Lentiform Loewenfeld","3.3.12","1","y","0","left","right","left","NA","left","791","8882","40773","NA","791","2","legacy","1","1024","2","48000","-16","experiment","2","even","4","358345","355054","2523","124463","356132","356135","325273","2526","83689","NA","360350","361142","357140","11409","360349","Sternberg Task","46","38714","51","yes","1024"
"90.3846153846","90.3846153846","755.057692308","755.057692308","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","51","51","0","0","51","51","51","0","0","0","51","51","51","0","51","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","39","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","9 5 8 1","Lentiform Loewenfeld","3.3.12","2","y","0","left","right","left","NA","left","549","8882","40773","NA","549","2","legacy","4","1024","2","48000","-16","experiment","2","even","5","364441","361147","2523","124463","362232","362234","325273","2526","83689","NA","366446","366995","363237","11409","366446","Sternberg Task","47","39263","52","yes","1024"
"90.5660377358","90.5660377358","756.358490566","756.358490566","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","52","52","0","0","52","52","52","0","0","0","52","52","52","0","52","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","40","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","5 7 3 6 2","Lentiform Loewenfeld","3.3.12","5","y","0","left","right","left","NA","left","824","8882","40773","NA","824","2","legacy","5","1024","2","48000","-16","experiment","2","even","2","370283","367002","2523","124463","368074","368076","325273","2526","83689","NA","372287","373112","369078","11409","372287","Sternberg Task","48","40087","53","yes","1024"
"90.7407407407","90.7407407407","763.185185185","763.185185185","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","53","53","0","0","53","53","53","0","0","0","53","53","53","0","53","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","41","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","8 1 6","Lentiform Loewenfeld","3.3.12","3","y","0","left","right","left","NA","left","1125","8882","40773","NA","1125","2","legacy","3","1024","2","48000","-16","experiment","2","even","6","376410","373118","2523","124463","374198","374200","325273","2526","83689","NA","378415","379540","375204","11409","378415","Sternberg Task","49","41212","54","yes","1024"
"90.9090909091","90.9090909091","765.636363636","765.636363636","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","54","54","0","0","54","54","54","0","0","0","54","54","54","0","54","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","42","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","8 3","Lentiform Loewenfeld","3.3.12","2","y","0","left","right","left","NA","left","898","8882","40773","NA","898","2","legacy","2","1024","2","48000","-16","experiment","2","even","3","382842","379546","2523","124463","380632","380633","325273","2526","83689","NA","384845","385744","381637","11409","384845","Sternberg Task","50","42110","55","yes","1024"
"91.0714285714","91.0714285714","763.625","763.625","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","55","55","0","0","55","55","55","0","0","0","55","55","55","0","55","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","43","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","7 1 5 6 3","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","left","NA","right","653","8882","40773","NA","653","2","legacy","5","1024","2","48000","-16","experiment","2","even","8","389041","385751","2523","124463","386830","386832","325273","2526","83689","NA","391046","391700","387836","11409","391045","Sternberg Task","51","42763","56","yes","1024"
"91.2280701754","91.2280701754","765.333333333","765.333333333","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","56","56","0","0","56","56","56","0","0","0","56","56","56","0","56","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","44","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","7 3 2 8","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","left","NA","right","861","8882","40773","NA","861","2","legacy","4","1024","2","48000","-16","experiment","2","even","4","394998","391706","2523","124463","392792","392794","325273","2526","83689","NA","397004","397866","393795","11409","397002","Sternberg Task","52","43624","57","yes","1024"
"91.3793103448","91.3793103448","765.034482759","765.034482759","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","57","57","0","0","57","57","57","0","0","0","57","57","57","0","57","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","45","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","5 2 6","Lentiform Loewenfeld","3.3.12","2","y","0","left","right","left","NA","left","748","8882","40773","NA","748","2","legacy","3","1024","2","48000","-16","experiment","2","even","2","401161","397871","2523","124463","398951","398953","325273","2526","83689","NA","403164","403912","399956","11409","403164","Sternberg Task","53","44372","58","yes","1024"
"91.5254237288","91.5254237288","768.728813559","768.728813559","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","58","58","0","0","58","58","58","0","0","0","58","58","58","0","58","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","46","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","7 8 4 6 9 5","Lentiform Loewenfeld","3.3.12","4","y","0","left","right","left","NA","left","983","8882","40773","NA","983","2","legacy","6","1024","2","48000","-16","experiment","2","even","6","407207","403918","2523","124463","404998","405000","325273","2526","83689","NA","409210","410194","406002","11409","409210","Sternberg Task","54","45355","59","yes","1024"
"91.6666666667","91.6666666667","766","766","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","59","59","0","0","59","59","59","0","0","0","59","59","59","0","59","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","47","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","6 8 4","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","left","NA","right","605","8882","40773","NA","605","2","legacy","3","1024","2","48000","-16","experiment","2","even","1","413499","410200","2523","124463","411289","411291","325273","2526","83689","NA","415504","416110","412296","11409","415503","Sternberg Task","55","45960","60","yes","1024"
"91.8032786885","91.8032786885","764.213114754","764.213114754","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","60","60","0","0","60","60","60","0","0","0","60","60","60","0","60","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","48","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","8 9 6 1","Lentiform Loewenfeld","3.3.12","2","y","0","left","right","left","NA","left","657","8882","40773","NA","657","2","legacy","4","1024","2","48000","-16","experiment","2","even","9","419412","416116","2523","124463","417200","417202","325273","2526","83689","NA","421417","422075","418207","11409","421417","Sternberg Task","56","46617","61","yes","1024"
"91.935483871","91.935483871","764.85483871","764.85483871","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","61","61","0","0","61","61","61","0","0","0","61","61","61","0","61","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","49","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","5 3 8 7 2 4","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","left","NA","right","804","8882","40773","NA","804","2","legacy","6","1024","2","48000","-16","experiment","2","even","9","425375","422081","2523","124463","423164","423166","325273","2526","83689","NA","427380","428185","424171","11409","427380","Sternberg Task","57","47421","62","yes","1024"
"92.0634920635","92.0634920635","761.26984127","761.26984127","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","62","62","0","0","62","62","62","0","0","0","62","62","62","0","62","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","50","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","9 1 6 7 8","Lentiform Loewenfeld","3.3.12","1","y","0","left","right","left","NA","left","539","8882","40773","NA","539","2","legacy","5","1024","2","48000","-16","experiment","2","even","9","431490","428193","2523","124463","429277","429279","325273","2526","83689","NA","433494","434035","430284","11409","433494","Sternberg Task","58","47960","63","yes","1024"
"92.1875","92.1875","759.984375","759.984375","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","63","63","0","0","63","63","63","0","0","0","63","63","63","0","63","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","51","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","1 6 4","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","left","NA","right","679","8882","40773","NA","679","2","legacy","3","1024","2","48000","-16","experiment","2","even","7","437321","434041","2523","124463","435111","435113","325273","2526","83689","NA","439323","440003","436116","11409","439323","Sternberg Task","59","48639","64","yes","1024"
"92.3076923077","92.3076923077","755.676923077","755.676923077","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","64","64","0","0","64","64","64","0","0","0","64","64","64","0","64","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","52","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","3 9 1","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","left","NA","right","480","8882","40773","NA","480","2","legacy","3","1024","2","48000","-16","experiment","2","even","7","443301","440008","2523","124463","441089","441091","325273","2526","83689","NA","445307","445788","442096","11409","445306","Sternberg Task","60","49119","65","yes","1024"
"92.4242424242","92.4242424242","755.045454545","755.045454545","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","65","65","0","0","65","65","65","0","0","0","65","65","65","0","65","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","53","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","7","Lentiform Loewenfeld","3.3.12","1","y","0","left","right","left","NA","left","714","8882","40773","NA","714","2","legacy","1","1024","2","48000","-16","experiment","2","even","7","449088","445793","2523","124463","446880","446882","325273","2526","83689","NA","451093","451808","447885","11409","451092","Sternberg Task","61","49833","66","yes","1024"
"92.5373134328","92.5373134328","752.47761194","752.47761194","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","66","66","0","0","66","66","66","0","0","0","66","66","66","0","66","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","54","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","9 7 4 5 8","Lentiform Loewenfeld","3.3.12","0","n","0","right","right","left","NA","right","583","8882","40773","NA","583","2","legacy","5","1024","2","48000","-16","experiment","2","even","6","455109","451813","2523","124463","452899","452900","325273","2526","83689","NA","457115","457699","453905","11409","457115","Sternberg Task","62","50416","67","yes","1024"
"92.6470588235","92.6470588235","749.5","749.5","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","67","67","0","0","67","67","67","0","0","0","67","67","67","0","67","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","55","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","8","Lentiform Loewenfeld","3.3.12","1","y","0","left","right","left","NA","left","550","8882","40773","NA","550","2","legacy","1","1024","2","48000","-16","experiment","2","even","8","460993","457706","2523","124463","458781","458783","325273","2526","83689","NA","462996","463546","459788","11409","462996","Sternberg Task","63","50966","68","yes","1024"
"92.7536231884","92.7536231884","745.753623188","745.753623188","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","68","68","0","0","68","68","68","0","0","0","68","68","68","0","68","10/23/22 09:53:51","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","56","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-2.csv","legacy","3 5 4 7","Lentiform Loewenfeld","3.3.12","1","y","0","left","right","left","NA","left","491","8882","40773","NA","491","2","legacy","4","1024","2","48000","-16","experiment","2","even","3","466842","463553","2523","124463","464630","464632","325273","2526","83689","NA","468847","469338","465637","11409","468846","Sternberg Task","64","51457","69","yes","1024"
