"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","condition","correct","correct_instructions1","correct_keyboard_response","correct_response","count_Block1","count_Block2","count_Block3","count_ErrorFeedback","count_Fixation","count_ISI","count_Logger","count_Sequence","count_Stimulus","count_experiment","count_faster","count_instructions1","count_instructions2","count_instructions3","count_keyboard_response","count_new_sketchpad","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_instructions1","response_instructions2","response_instructions3","response_keyboard_response","response_new_sketchpad","response_time","response_time_instructions1","response_time_instructions2","response_time_instructions3","response_time_keyboard_response","response_time_new_sketchpad","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_ErrorFeedback","time_Fixation","time_ISI","time_Logger","time_Sequence","time_Stimulus","time_experiment","time_faster","time_instructions1","time_instructions2","time_instructions3","time_keyboard_response","time_new_sketchpad","title","total_correct","total_response_time","total_responses","width"
"87","87","407","407","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","h","0","0","0","30","30","30","30","30","30","0","30","0","0","0","30","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","30","30","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","NA","NA","h","NA","505.0","169423","NA","NA","505","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","NA","NA","209165","220005","218962","220613","220004","220106","1858","NA","1862","NA","NA","220107","NA","Flanker Task","27","12636.0","31","1024"
"87","87","406","406","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","h","0","0","0","31","31","31","31","31","31","0","31","0","0","0","31","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","31","31","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","NA","NA","h","NA","385.0","169423","NA","NA","385","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","NA","NA","209165","221659","220616","222146","221657","221760","1858","NA","1862","NA","NA","221760","NA","Flanker Task","28","13021.0","32","1024"
"87","87","409","409","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","h","0","0","0","32","32","32","32","32","32","0","32","0","0","0","32","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","32","32","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","NA","NA","h","NA","501.0","169423","NA","NA","501","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","NA","NA","209165","223196","222158","223799","223194","223297","1858","NA","1862","NA","NA","223297","NA","Flanker Task","29","13522.0","33","1024"
"88","88","407","407","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","s","0","0","0","33","33","33","33","33","33","0","33","0","0","0","33","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","33","33","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","NA","NA","s","NA","348.0","169423","NA","NA","348","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","NA","NA","209165","224842","223811","225292","224840","224943","1858","NA","1862","NA","NA","224943","NA","Flanker Task","30","13870.0","34","1024"
"88","88","407","407","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","s","0","0","0","34","34","34","34","34","34","0","34","0","0","0","34","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","34","34","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","NA","NA","s","NA","389.0","169423","NA","NA","389","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","NA","NA","209165","226334","225304","226825","226332","226435","1858","NA","1862","NA","NA","226435","NA","Flanker Task","31","14259.0","35","1024"
"88","88","408","408","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","s","0","0","0","35","35","35","35","35","35","0","35","0","0","0","35","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","35","35","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","NA","NA","s","NA","442.0","169423","NA","NA","442","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","NA","NA","209165","227884","226837","228428","227883","227985","1858","NA","1862","NA","NA","227985","NA","Flanker Task","32","14701.0","36","1024"
"89","89","406","406","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","s","0","0","0","36","36","36","36","36","36","0","36","0","0","0","36","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","36","36","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","NA","NA","s","NA","339.0","169423","NA","NA","339","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","NA","NA","209165","229475","228440","229916","229474","229576","1858","NA","1862","NA","NA","229576","NA","Flanker Task","33","15040.0","37","1024"
"89","89","405","405","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","h","0","0","0","37","37","37","37","37","37","0","37","0","0","0","37","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","37","37","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","NA","NA","h","NA","379.0","169423","NA","NA","379","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","NA","NA","209165","230968","229929","231449","230965","231069","1858","NA","1862","NA","NA","231069","NA","Flanker Task","34","15419.0","38","1024"
"87","87","403","403","#000000","legacy","legacy","legacy","Congruent","0","undefined","0","s","0","0","0","38","38","38","38","38","38","0","38","0","0","0","38","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","38","38","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","NA","NA","h","NA","330.0","169423","NA","NA","330","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","NA","NA","209165","232490","231451","232922","232488","232592","1858","NA","1862","NA","NA","232592","NA","Flanker Task","34","15749.0","39","1024"
"87","87","403","403","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","h","0","0","0","39","39","39","39","39","39","0","39","0","0","0","39","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","39","39","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","NA","NA","h","NA","399.0","169423","NA","NA","399","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","NA","NA","232935","234467","233436","234968","234465","234568","1858","NA","1862","NA","NA","234568","NA","Flanker Task","35","16148.0","40","1024"
"85","85","402","402","#000000","legacy","legacy","legacy","Incongruent","0","undefined","0","h","0","0","0","40","40","40","40","40","40","0","40","0","0","0","40","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","40","40","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","NA","NA","s","NA","354.0","169423","NA","NA","354","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","NA","NA","232935","236011","234981","236467","236010","236112","1858","NA","1862","NA","NA","236113","NA","Flanker Task","35","16502.0","41","1024"
"85","85","404","404","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","s","0","0","0","41","41","41","41","41","41","0","41","0","0","0","41","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","41","41","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","NA","NA","s","NA","475.0","169423","NA","NA","475","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","NA","NA","236480","238013","236981","238590","238010","238114","1858","NA","1862","NA","NA","238114","NA","Flanker Task","36","16977.0","42","1024"
"86","86","404","404","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","s","0","0","0","42","42","42","42","42","42","0","42","0","0","0","42","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","42","42","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","NA","NA","s","NA","399.0","169423","NA","NA","399","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","NA","NA","236480","239630","238593","240133","239629","239733","1858","NA","1862","NA","NA","239733","NA","Flanker Task","37","17376.0","43","1024"
"86","86","403","403","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","s","0","0","0","43","43","43","43","43","43","0","43","0","0","0","43","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","43","43","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","NA","NA","s","NA","379.0","169423","NA","NA","379","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","NA","NA","236480","241186","240146","241666","241185","241287","1858","NA","1862","NA","NA","241287","NA","Flanker Task","38","17755.0","44","1024"
"86","86","403","403","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","s","0","0","0","44","44","44","44","44","44","0","44","0","0","0","44","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","44","44","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","NA","NA","s","NA","399.0","169423","NA","NA","399","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","NA","NA","236480","242722","241678","243224","242721","242824","1858","NA","1862","NA","NA","242824","NA","Flanker Task","39","18154.0","45","1024"
"86","86","402","402","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","h","0","0","0","45","45","45","45","45","45","0","45","0","0","0","45","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","45","45","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","NA","NA","h","NA","359.0","169423","NA","NA","359","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","NA","NA","236480","244271","243237","244733","244270","244372","1858","NA","1862","NA","NA","244373","NA","Flanker Task","40","18513.0","46","1024"
"85","85","400","400","#000000","legacy","legacy","legacy","Congruent","0","undefined","0","h","0","0","0","46","46","46","46","46","46","0","46","0","0","0","46","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","46","46","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","NA","NA","s","NA","333.0","169423","NA","NA","333","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","NA","NA","236480","245776","244745","246211","245774","245877","1858","NA","1862","NA","NA","245877","NA","Flanker Task","40","18846.0","47","1024"
"85","85","401","401","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","s","0","0","0","47","47","47","47","47","47","0","47","0","0","0","47","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","47","47","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","NA","NA","s","NA","425.0","169423","NA","NA","425","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","NA","NA","246223","247762","246724","248289","247760","247863","1858","NA","1862","NA","NA","247863","NA","Flanker Task","41","19271.0","48","1024"
"83","83","400","400","#000000","legacy","legacy","legacy","Incongruent","0","undefined","0","s","0","0","0","48","48","48","48","48","48","0","48","0","0","0","48","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","48","48","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","NA","NA","h","NA","344.0","169423","NA","NA","344","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","NA","NA","246223","249337","248301","249782","249335","249438","1858","NA","1862","NA","NA","249438","NA","Flanker Task","41","19615.0","49","1024"
"82","82","400","400","#000000","legacy","legacy","legacy","Congruent","0","undefined","0","h","0","0","0","49","49","49","49","49","49","0","49","0","0","0","49","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","49","49","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","NA","NA","s","NA","391.0","169423","NA","NA","391","NA","2","legacy","1024","2","48000","-16","experiment","HHHHH","1","odd","171286","NA","NA","249794","251335","250295","251829","251333","251436","1858","NA","1862","NA","NA","251437","NA","Flanker Task","41","20006.0","50","1024"
"82","82","402","402","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","s","0","0","0","50","50","50","50","50","50","0","50","0","0","0","50","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","50","50","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","NA","NA","s","NA","518.0","169423","NA","NA","518","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","NA","NA","251841","253379","252342","254001","253378","253481","1858","NA","1862","NA","NA","253482","NA","Flanker Task","42","20524.0","51","1024"
"82","82","403","403","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","s","0","0","0","51","51","51","51","51","51","0","51","0","0","0","51","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","51","51","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","NA","NA","s","NA","462.0","169423","NA","NA","462","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","NA","NA","251841","255045","254013","255609","255043","255146","1858","NA","1862","NA","NA","255146","NA","Flanker Task","43","20986.0","52","1024"
"81","81","403","403","#000000","legacy","legacy","legacy","Incongruent","0","undefined","0","s","0","0","0","52","52","52","52","52","52","0","52","0","0","0","52","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","52","52","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","NA","NA","h","NA","421.0","169423","NA","NA","421","NA","2","legacy","1024","2","48000","-16","experiment","HHSHH","1","odd","171286","NA","NA","251841","256659","255621","257182","256658","256761","1858","NA","1862","NA","NA","256761","NA","Flanker Task","43","21407.0","53","1024"
"81","81","403","403","#000000","legacy","legacy","legacy","Congruent","1","undefined","1","s","0","0","0","53","53","53","53","53","53","0","53","0","0","0","53","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","53","53","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","s","s","NA","NA","s","NA","399.0","169423","NA","NA","399","NA","2","legacy","1024","2","48000","-16","experiment","SSSSS","1","odd","171286","NA","NA","257195","258735","257696","259235","258734","258836","1858","NA","1862","NA","NA","258836","NA","Flanker Task","44","21806.0","54","1024"
"81","81","404","404","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","h","0","0","0","54","54","54","54","54","54","0","54","0","0","0","54","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","54","54","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","NA","NA","h","NA","424.0","169423","NA","NA","424","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","NA","NA","257195","260292","259247","260818","260290","260393","1858","NA","1862","NA","NA","260393","NA","Flanker Task","45","22230.0","55","1024"
"82","82","403","403","#000000","legacy","legacy","legacy","Incongruent","1","undefined","1","h","0","0","0","55","55","55","55","55","55","0","55","0","0","0","55","0","Sun Sep 24 19:26:35 2023","1500","The main experiment item","False","Edward Banda Flanker Task.osexp","C:\Users\Edward Banda\Desktop\Avd Quant Methods 5316","False","mono","False","18","no","white","no","yes","768","legacy","55","55","C:/Users/Edward Banda/Desktop/EB-subject-3.csv","legacy","Melodramatic Milgram","4.0.5","0","h","s","NA","NA","h","NA","384.0","169423","NA","NA","384","NA","2","legacy","1024","2","48000","-16","experiment","SSHSS","1","odd","171286","NA","NA","257195","261865","260830","262351","261863","261966","1858","NA","1862","NA","NA","261966","NA","Flanker Task","46","22614.0","56","1024"
