acc,accuracy,average_response_time,avg_rt,background,canvas_backend,clock_backend,color_backend,condition,correct,correct_instructions1,correct_keyboard_response,correct_response,count_ISI,count_block1,count_block2,count_block3,count_errorFeedback,count_experiment,count_faster,count_finish,count_fixation,count_instructions1,count_instructions2,count_instructions3,count_keyboard_response,count_logger,count_new_sketchpad,count_sequence,count_stimulus,datetime,deadline,description,disable_garbage_collection,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,fullscreen,height,keyboard_backend,live_row,live_row_block1,logfile,mouse_backend,opensesame_codename,opensesame_version,repeat_cycle,response,response_finish,response_instructions1,response_instructions2,response_instructions3,response_keyboard_response,response_new_sketchpad,response_time,response_time_finish,response_time_instructions1,response_time_instructions2,response_time_instructions3,response_time_keyboard_response,response_time_new_sketchpad,round_decimals,sampler_backend,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,stimulus,subject_nr,subject_parity,time_ISI,time_block1,time_block2,time_block3,time_errorFeedback,time_experiment,time_faster,time_finish,time_fixation,time_instructions1,time_instructions2,time_instructions3,time_keyboard_response,time_logger,time_new_sketchpad,time_sequence,time_stimulus,title,total_correct,total_response_time,total_responses,width
97,97,428,428,black,legacy,legacy,legacy,incongruent,1,undefined,1,h,36,0,0,0,36,0,36,0,36,0,0,0,36,36,NA,36,36,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,36,36,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,448,NA,2308,NA,NA,448,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,59997,4092,NA,NA,6115,1780,NA,NA,61031,1783,NA,NA,61132,61581,NA,61029,61132,Flanker Task,36,15870,37,1024
97,97,428,428,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,37,0,0,0,37,0,37,0,37,0,0,0,37,37,NA,37,37,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,37,37,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,407,NA,2308,NA,NA,407,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,61585,4092,NA,NA,6115,1780,NA,NA,62618,1783,NA,NA,62719,63127,NA,62615,62719,Flanker Task,37,16277,38,1024
97,97,426,426,black,legacy,legacy,legacy,congruent ,1,undefined,1,s,38,0,0,0,38,0,38,0,38,0,0,0,38,38,NA,38,38,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,38,38,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,352,NA,2308,NA,NA,352,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,63130,4092,NA,NA,6115,1780,NA,NA,64168,1783,NA,NA,64269,64622,NA,64166,64269,Flanker Task,38,16629,39,1024
97,97,428,428,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,39,0,0,0,39,0,39,0,39,0,0,0,39,39,NA,39,39,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,39,39,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,503,NA,2308,NA,NA,503,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,64627,4092,NA,NA,6115,1780,NA,NA,65658,1783,NA,NA,65759,66262,NA,65656,65759,Flanker Task,39,17132,40,1024
97,97,432,432,black,legacy,legacy,legacy,congruent ,1,undefined,1,s,40,0,0,0,40,0,40,0,40,0,0,0,40,40,NA,40,40,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,40,40,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,586,NA,2308,NA,NA,586,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,66266,4092,NA,NA,6115,1780,NA,NA,67293,1783,NA,NA,67394,67980,NA,67291,67394,Flanker Task,40,17718,41,1024
97,97,432,432,black,legacy,legacy,legacy,incongruent,1,undefined,1,h,41,0,0,0,41,0,41,0,41,0,0,0,41,41,NA,41,41,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,41,41,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,441,NA,2308,NA,NA,441,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,67984,4092,NA,NA,6115,1780,NA,NA,69013,1783,NA,NA,69115,69557,NA,69012,69115,Flanker Task,41,18159,42,1024
97,97,430,430,black,legacy,legacy,legacy,congruent ,1,undefined,1,s,42,0,0,0,42,0,42,0,42,0,0,0,42,42,NA,42,42,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,42,42,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,364,NA,2308,NA,NA,364,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,69559,4092,NA,NA,6115,1780,NA,NA,70592,1783,NA,NA,70693,71058,NA,70590,70693,Flanker Task,42,18523,43,1024
97,97,432,432,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,43,0,0,0,43,0,43,0,43,0,0,0,43,43,NA,43,43,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,43,43,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,520,NA,2308,NA,NA,520,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,71062,4092,NA,NA,6115,1780,NA,NA,72096,1783,NA,NA,72197,72718,NA,72094,72197,Flanker Task,43,19043,44,1024
97,97,433,433,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,44,0,0,0,44,0,44,0,44,0,0,0,44,44,NA,44,44,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,44,44,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,468,NA,2308,NA,NA,468,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,72722,4092,NA,NA,6115,1780,NA,NA,73748,1783,NA,NA,73849,74318,NA,73746,73849,Flanker Task,44,19511,45,1024
97,97,433,433,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,45,0,0,0,45,0,45,0,45,0,0,0,45,45,NA,45,45,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,45,45,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,407,NA,2308,NA,NA,407,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,74323,4092,NA,NA,6115,1780,NA,NA,75349,1783,NA,NA,75450,75858,NA,75347,75450,Flanker Task,45,19918,46,1024
97,97,432,432,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,46,0,0,0,46,0,46,0,46,0,0,0,46,46,NA,46,46,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,46,46,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,405,NA,2308,NA,NA,405,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,75861,4092,NA,NA,6115,1780,NA,NA,76890,1783,NA,NA,76991,77396,NA,76888,76991,Flanker Task,46,20323,47,1024
97,97,432,432,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,47,0,0,0,47,0,47,0,47,0,0,0,47,47,NA,47,47,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,47,47,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,416,NA,2308,NA,NA,416,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,77400,4092,NA,NA,6115,1780,NA,NA,78436,1783,NA,NA,78537,78954,NA,78435,78537,Flanker Task,47,20739,48,1024
97,97,431,431,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,48,0,0,0,48,0,48,0,48,0,0,0,48,48,NA,48,48,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,48,48,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,413,NA,2308,NA,NA,413,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,78958,4092,NA,NA,6115,1780,NA,NA,79990,1783,NA,NA,80091,80505,NA,79988,80091,Flanker Task,48,21152,49,1024
98,98,431,431,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,49,0,0,0,49,0,49,0,49,0,0,0,49,49,NA,49,49,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,49,49,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,420,NA,2308,NA,NA,420,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,80507,4092,NA,NA,6115,1780,NA,NA,81537,1783,NA,NA,81638,82059,NA,81535,81638,Flanker Task,49,21572,50,1024
98,98,430,430,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,50,0,0,0,50,0,50,0,50,0,0,0,50,50,NA,50,50,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,50,50,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,385,NA,2308,NA,NA,385,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,82064,4092,NA,NA,6115,1780,NA,NA,83098,1783,NA,NA,83199,83585,NA,83096,83199,Flanker Task,50,21957,51,1024
98,98,429,429,black,legacy,legacy,legacy,congruent ,1,undefined,1,s,51,0,0,0,51,0,51,0,51,0,0,0,51,51,NA,51,51,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,51,51,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,387,NA,2308,NA,NA,387,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,83589,4092,NA,NA,6115,1780,NA,NA,84623,1783,NA,NA,84725,85112,NA,84621,84724,Flanker Task,51,22344,52,1024
98,98,429,429,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,52,0,0,0,52,0,52,0,52,0,0,0,52,52,NA,52,52,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,52,52,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,436,NA,2308,NA,NA,436,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,85116,4092,NA,NA,6115,1780,NA,NA,86145,1783,NA,NA,86246,86683,NA,86143,86246,Flanker Task,52,22780,53,1024
98,98,428,428,black,legacy,legacy,legacy,congruent ,1,undefined,1,s,53,0,0,0,53,0,53,0,53,0,0,0,53,53,NA,53,53,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,53,53,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,364,NA,2308,NA,NA,364,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,86687,4092,NA,NA,6115,1780,NA,NA,87714,1783,NA,NA,87815,88179,NA,87712,87815,Flanker Task,53,23144,54,1024
98,98,429,429,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,54,0,0,0,54,0,54,0,54,0,0,0,54,54,NA,54,54,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,54,54,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,462,NA,2308,NA,NA,462,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,88184,4092,NA,NA,6115,1780,NA,NA,89217,1783,NA,NA,89318,89781,NA,89215,89318,Flanker Task,54,23606,55,1024
98,98,428,428,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,55,0,0,0,55,0,55,0,55,0,0,0,55,55,NA,55,55,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,55,55,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,401,NA,2308,NA,NA,401,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,89785,4092,NA,NA,6115,1780,NA,NA,90816,1783,NA,NA,90917,91319,NA,90814,90917,Flanker Task,55,24007,56,1024
98,98,427,427,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,56,0,0,0,56,0,56,0,56,0,0,0,56,56,NA,56,56,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,56,56,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,377,NA,2308,NA,NA,377,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,91322,4092,NA,NA,6115,1780,NA,NA,92367,1783,NA,NA,92468,92846,NA,92365,92468,Flanker Task,56,24384,57,1024
98,98,428,428,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,57,0,0,0,57,0,57,0,57,0,0,0,57,57,NA,57,57,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,57,57,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,464,NA,2308,NA,NA,464,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,92849,4092,NA,NA,6115,1780,NA,NA,93881,1783,NA,NA,93982,94447,NA,93879,93982,Flanker Task,57,24848,58,1024
96,96,430,430,black,legacy,legacy,legacy,incongruent,0,undefined,0,h,58,0,0,0,58,0,58,0,58,0,0,0,58,58,NA,58,58,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,58,58,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,533,NA,2308,NA,NA,533,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,94450,4092,NA,NA,6115,1780,NA,NA,95485,1783,NA,NA,95587,96121,NA,95483,95586,Flanker Task,57,25381,59,1024
96,96,431,431,black,legacy,legacy,legacy,incongruent,1,undefined,1,h,59,0,0,0,59,0,59,0,59,0,0,0,59,59,NA,59,59,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,59,59,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,532,NA,2308,NA,NA,532,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,96626,4092,NA,NA,96125,1780,NA,NA,97651,1783,NA,NA,97752,98286,NA,97649,97752,Flanker Task,58,25913,60,1024
96,96,433,433,black,legacy,legacy,legacy,incongruent,1,undefined,1,h,60,0,0,0,60,0,60,0,60,0,0,0,60,60,NA,60,60,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,60,60,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,515,NA,2308,NA,NA,515,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,98292,4092,NA,NA,96125,1780,NA,NA,99322,1783,NA,NA,99423,99939,NA,99320,99423,Flanker Task,59,26428,61,1024
96,96,433,433,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,61,0,0,0,61,0,61,0,61,0,0,0,61,61,NA,61,61,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,61,61,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,454,NA,2308,NA,NA,454,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,99943,4092,NA,NA,96125,1780,NA,NA,100973,1783,NA,NA,101074,101529,NA,100971,101074,Flanker Task,60,26882,62,1024
96,96,432,432,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,62,0,0,0,62,0,62,0,62,0,0,0,62,62,NA,62,62,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,62,62,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,370,NA,2308,NA,NA,370,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,101533,4092,NA,NA,96125,1780,NA,NA,102565,1783,NA,NA,102666,103036,NA,102563,102666,Flanker Task,61,27252,63,1024
96,96,433,433,black,legacy,legacy,legacy,incongruent,1,undefined,1,h,63,0,0,0,63,0,63,0,63,0,0,0,63,63,NA,63,63,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,63,63,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,498,NA,2308,NA,NA,498,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,103040,4092,NA,NA,96125,1780,NA,NA,104069,1783,NA,NA,104170,104669,NA,104067,104170,Flanker Task,62,27750,64,1024
96,96,434,434,black,legacy,legacy,legacy,incongruent,1,undefined,1,h,64,0,0,0,64,0,64,0,64,0,0,0,64,64,NA,64,64,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,64,64,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,481,NA,2308,NA,NA,481,NA,2,legacy,1024,2,48000,-16,experiment,SSHSS,4,even,104675,4092,NA,NA,96125,1780,NA,NA,105706,1783,NA,NA,105807,106289,NA,105704,105807,Flanker Task,63,28231,65,1024
96,96,434,434,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,65,0,0,0,65,0,65,0,65,0,0,0,65,65,NA,65,65,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,65,65,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,443,NA,2308,NA,NA,443,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,106293,4092,NA,NA,96125,1780,NA,NA,107345,1783,NA,NA,107446,107890,NA,107343,107446,Flanker Task,64,28674,66,1024
97,97,434,434,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,66,0,0,0,66,0,66,0,66,0,0,0,66,66,NA,66,66,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,66,66,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,428,NA,2308,NA,NA,428,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,107894,4092,NA,NA,96125,1780,NA,NA,108925,1783,NA,NA,109026,109455,NA,108923,109026,Flanker Task,65,29102,67,1024
97,97,436,436,black,legacy,legacy,legacy,congruent ,1,undefined,1,s,67,0,0,0,67,0,67,0,67,0,0,0,67,67,NA,67,67,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,67,67,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,602,NA,2308,NA,NA,602,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,109458,4092,NA,NA,96125,1780,NA,NA,110489,1783,NA,NA,110590,111192,NA,110488,110590,Flanker Task,66,29704,68,1024
97,97,436,436,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,68,0,0,0,68,0,68,0,68,0,0,0,68,68,NA,68,68,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,68,68,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,402,NA,2308,NA,NA,402,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,111196,4092,NA,NA,96125,1780,NA,NA,112231,1783,NA,NA,112333,112736,NA,112229,112333,Flanker Task,67,30106,69,1024
97,97,436,436,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,69,0,0,0,69,0,69,0,69,0,0,0,69,69,NA,69,69,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,69,69,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,418,NA,2308,NA,NA,418,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,112740,4092,NA,NA,96125,1780,NA,NA,113775,1783,NA,NA,113876,114295,NA,113773,113876,Flanker Task,68,30524,70,1024
97,97,436,436,black,legacy,legacy,legacy,congruent ,1,undefined,1,h,70,0,0,0,70,0,70,0,70,0,0,0,70,70,NA,70,70,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,70,70,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,h,NA,s,NA,NA,h,NA,445,NA,2308,NA,NA,445,NA,2,legacy,1024,2,48000,-16,experiment,HHHHH,4,even,114299,4092,NA,NA,96125,1780,NA,NA,115331,1783,NA,NA,115432,115878,NA,115329,115432,Flanker Task,69,30969,71,1024
97,97,435,435,black,legacy,legacy,legacy,congruent ,1,undefined,1,s,71,0,0,0,71,0,71,0,71,0,0,0,71,71,NA,71,71,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,71,71,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,413,NA,2308,NA,NA,413,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,115882,4092,NA,NA,96125,1780,NA,NA,116912,1783,NA,NA,117013,117426,NA,116910,117013,Flanker Task,70,31382,72,1024
97,97,436,436,black,legacy,legacy,legacy,incongruent,1,undefined,1,s,72,0,0,0,72,0,72,0,72,0,0,0,72,72,NA,72,72,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,72,72,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,465,NA,2308,NA,NA,465,NA,2,legacy,1024,2,48000,-16,experiment,HHSHH,4,even,117431,4092,NA,NA,96125,1780,NA,NA,118469,1783,NA,NA,118570,119036,NA,118467,118570,Flanker Task,71,31847,73,1024
97,97,437,437,black,legacy,legacy,legacy,congruent ,1,undefined,1,s,73,0,0,0,73,0,73,0,73,0,0,0,73,73,NA,73,73,Thu Sep 21 14:33:46 2023,1500,The main experiment item,TRUE,FlankerTask.osexp,C:\Users\Simone\Desktop,FALSE,mono,FALSE,18,no,white,no,yes,768,legacy,73,73,C:/Users/Simone/Desktop/SD-subject-4.csv,legacy,Melodramatic Milgram,4.0.5,0,s,NA,s,NA,NA,s,NA,554,NA,2308,NA,NA,554,NA,2,legacy,1024,2,48000,-16,experiment,SSSSS,4,even,119040,4092,NA,NA,96125,1780,NA,NA,120075,1783,NA,NA,120176,120731,NA,120073,120176,Flanker Task,72,32401,74,1024
