"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_correctfeedback","count_expSequence","count_experementloop","count_experiment","count_fixation","count_getting_started","count_incorrectfeedback","count_instruction1","count_instructions2_2","count_isi","count_keyboard_response","count_logger","count_memorySet","count_practiceloop","count_probe","count_thankyou","count_welcome","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceloop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2_2","response_keyboard_response","response_thankyou","response_time","response_time_instruction1","response_time_instructions2_2","response_time_keyboard_response","response_time_thankyou","response_time_welcome","response_welcome","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_correctfeedback","time_expSequence","time_experementloop","time_experiment","time_fixation","time_getting_started","time_incorrectfeedback","time_instruction1","time_instructions2_2","time_isi","time_keyboard_response","time_logger","time_memorySet","time_practiceloop","time_probe","time_thankyou","time_welcome","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"89.2156862745","89.2156862745","541.84916667","541.84916667","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","101","101","0","0","101","NA","101","0","0","101","101","101","101","0","101","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","89","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","6 9 3 1","Lentiform Loewenfeld","3.3.9","4","y","0","left","left","right","left","NA","404.912400001","7996.19719997","8955.31379996","404.912400001","NA","NA","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","1","637556.433","638635.8496","113605.4285","17669.9112","638639.1798","NA","602443.1916","18305.2969","104649.4978","640845.4366","642849.1812","643255.368","639642.7871","26302.6336","642849.012","NA","NA","Sternberg Task","91","55268.6150003","102","yes","1024"
"89.3203883495","89.3203883495","541.016231071","541.016231071","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","102","102","0","0","102","NA","102","0","0","102","102","102","102","0","102","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","90","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","7 6 4 8 1 2","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","456.056800031","7996.19719997","8955.31379996","456.056800031","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","9","643322.6159","644402.9186","113605.4285","17669.9112","644406.3708","NA","602443.1916","18305.2969","104649.4978","646614.0425","648617.7143","649075.0123","645409.8239","26302.6336","648617.5461","NA","NA","Sternberg Task","92","55724.6718003","103","yes","1024"
"88.4615384615","88.4615384615","541.318530773","541.318530773","black","experiment","psycho","psycho","psycho","0","uniform","0","undefined","0","left","103","103","0","0","103","NA","103","0","0","103","103","103","103","0","103","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","91","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","9 1 7 2","Lentiform Loewenfeld","3.3.9","2","y","0","right","left","right","right","NA","572.455400019","7996.19719997","8955.31379996","572.455400019","NA","NA","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","1","649134.4551","650213.8249","113605.4285","17669.9112","650217.4183","NA","602443.1916","18305.2969","104649.4978","652423.1156","654426.7595","655000.5717","651220.4441","26302.6336","654426.6058","NA","NA","Sternberg Task","92","56297.1272003","104","yes","1024"
"88.5714285714","88.5714285714","541.294316194","541.294316194","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","104","104","0","0","104","NA","104","0","0","104","104","104","104","0","104","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","92","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","8 5 3 7 4 6","Lentiform Loewenfeld","3.3.9","6","y","0","left","left","right","left","NA","538.77600003","7996.19719997","8955.31379996","538.77600003","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","6","649134.4551","656132.1506","113605.4285","17669.9112","656135.7752","NA","655054.1116","18305.2969","104649.4978","658342.5298","660346.6187","660886.6766","657139.1777","26302.6336","660346.4506","NA","NA","Sternberg Task","93","56835.9032004","105","yes","1024"
"88.679245283","88.679245283","540.912287739","540.912287739","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","105","105","0","0","105","NA","105","0","0","105","105","105","105","0","105","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","93","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","9 5 3 2 8 6","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","500.799299974","7996.19719997","8955.31379996","500.799299974","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","7","660932.597","662044.9008","113605.4285","17669.9112","662048.3921","NA","655054.1116","18305.2969","104649.4978","664255.6587","666259.4127","666761.729","663052.2901","26302.6336","666259.2384","NA","NA","Sternberg Task","94","57336.7025004","106","yes","1024"
"88.785046729","88.785046729","540.506186919","540.506186919","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","106","106","0","0","106","NA","106","0","0","106","106","106","106","0","106","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","94","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","7 9 1 6","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","497.45949998","7996.19719997","8955.31379996","497.45949998","NA","NA","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","4","666825.4796","667906.5179","113605.4285","17669.9112","667909.9603","NA","655054.1116","18305.2969","104649.4978","670116.1595","672119.5022","672618.1751","668913.219","26302.6336","672119.2616","NA","NA","Sternberg Task","95","57834.1620003","107","yes","1024"
"88.8888888889","88.8888888889","541.212674077","541.212674077","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","107","107","0","0","107","NA","107","0","0","107","107","107","107","0","107","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","95","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","8 5 7 3 6","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","616.806800012","7996.19719997","8955.31379996","616.806800012","NA","NA","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","9","672679.6367","673762.2145","113605.4285","17669.9112","673765.7122","NA","655054.1116","18305.2969","104649.4978","675971.8578","677975.3485","678593.5651","674769.2012","26302.6336","677975.1854","NA","NA","Sternberg Task","96","58450.9688003","108","yes","1024"
"88.9908256881","88.9908256881","541.430361471","541.430361471","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","108","108","0","0","108","NA","108","0","0","108","108","108","108","0","108","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","96","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","2 8 5 1","Lentiform Loewenfeld","3.3.9","4","y","0","left","left","right","left","NA","564.940600016","7996.19719997","8955.31379996","564.940600016","NA","NA","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","1","678657.8834","679740.3106","113605.4285","17669.9112","679743.8403","NA","655054.1116","18305.2969","104649.4978","681950.1345","683953.7704","684520.0261","680747.2869","26302.6336","683953.5747","NA","NA","Sternberg Task","97","59015.9094004","109","yes","1024"
"89.0909090909","89.0909090909","541.967211821","541.967211821","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","109","109","0","0","109","NA","109","0","0","109","109","109","109","0","109","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","97","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","2 8 9 4 1","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","600.483899994","7996.19719997","8955.31379996","600.483899994","NA","NA","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","5","684581.1883","685665.2291","113605.4285","17669.9112","685668.9151","NA","655054.1116","18305.2969","104649.4978","687876.1339","689879.253","690480.9637","686672.7677","26302.6336","689879.1005","NA","NA","Sternberg Task","98","59616.3933004","110","yes","1024"
"89.1891891892","89.1891891892","541.720728832","541.720728832","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","110","110","0","0","110","NA","110","0","0","110","110","110","110","0","110","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","98","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","6 8 9 3 4 9","Lentiform Loewenfeld","3.3.9","5","y","0","left","left","right","left","NA","514.607599995","7996.19719997","8955.31379996","514.607599995","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","4","690558.8012","691637.4816","113605.4285","17669.9112","691640.8659","NA","655054.1116","18305.2969","104649.4978","693846.961","695850.6095","696366.827","692643.9834","26302.6336","695850.4304","NA","NA","Sternberg Task","99","60131.0009004","111","yes","1024"
"88.3928571429","88.3928571429","542.273140182","542.273140182","black","experiment","psycho","psycho","psycho","0","uniform","0","undefined","0","left","111","111","0","0","111","NA","111","0","0","111","111","111","111","0","111","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","99","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","2 4 8 5 1 3","Lentiform Loewenfeld","3.3.9","1","y","0","right","left","right","right","NA","603.590800019","7996.19719997","8955.31379996","603.590800019","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","2","696400.8588","697478.7952","113605.4285","17669.9112","697482.3355","NA","655054.1116","18305.2969","104649.4978","699689.052","701692.6705","702297.6508","698485.6456","26302.6336","701692.4251","NA","NA","Sternberg Task","99","60734.5917004","112","yes","1024"
"88.4955752212","88.4955752212","540.940119472","540.940119472","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","112","112","0","0","112","NA","112","0","0","112","112","112","112","0","112","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","100","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","3 9 1","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","391.641800001","7996.19719997","8955.31379996","391.641800001","NA","NA","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","7","696400.8588","703446.4477","113605.4285","17669.9112","703449.8496","NA","702361.1535","18305.2969","104649.4978","705656.1481","707660.0532","708053.031","704452.8493","26302.6336","707659.8781","NA","NA","Sternberg Task","100","61126.2335004","113","yes","1024"
"88.5964912281","88.5964912281","541.573751758","541.573751758","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","113","113","0","0","113","NA","113","0","0","113","113","113","113","0","113","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","101","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","3 4 9 6 2 9","Lentiform Loewenfeld","3.3.9","5","y","0","left","left","right","left","NA","613.1742","7996.19719997","8955.31379996","613.1742","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","2","708108.3566","709187.631","113605.4285","17669.9112","709191.0284","NA","702361.1535","18305.2969","104649.4978","711397.8488","713401.6556","714016.0802","710194.5096","26302.6336","713401.4622","NA","NA","Sternberg Task","101","61739.4077004","114","yes","1024"
"87.8260869565","87.8260869565","542.199532177","542.199532177","black","experiment","psycho","psycho","psycho","0","uniform","0","undefined","0","left","114","114","0","0","114","NA","114","0","0","114","114","114","114","0","114","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","102","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","7 8 6 3 1","Lentiform Loewenfeld","3.3.9","5","y","0","right","left","right","right","NA","613.53849998","7996.19719997","8955.31379996","613.53849998","NA","NA","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","1","714082.5793","715168.7999","113605.4285","17669.9112","715172.1508","NA","702361.1535","18305.2969","104649.4978","717378.4374","719381.7459","719996.6718","716175.197","26302.6336","719381.5327","NA","NA","Sternberg Task","101","62352.9462003","115","yes","1024"
"87.9310344828","87.9310344828","541.572507762","541.572507762","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","115","115","0","0","115","NA","115","0","0","115","115","115","115","0","115","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","103","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","1 4 9 3","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","469.464700029","7996.19719997","8955.31379996","469.464700029","NA","NA","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","5","714082.5793","721186.9499","113605.4285","17669.9112","721190.2293","NA","720102.105","18305.2969","104649.4978","723396.223","725400.0293","725870.7691","722193.6932","26302.6336","725399.8469","NA","NA","Sternberg Task","102","62822.4109004","116","yes","1024"
"88.0341880342","88.0341880342","541.263825644","541.263825644","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","116","116","0","0","116","NA","116","0","0","116","116","116","116","0","116","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","104","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","8 9","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","505.45669999","7996.19719997","8955.31379996","505.45669999","NA","NA","NA","2","legacy","2","1024","2","48000","-16","experiment","4","even","5","725927.0599","727006.0408","113605.4285","17669.9112","727009.4925","NA","720102.105","18305.2969","104649.4978","729216.3427","731220.0702","731726.888","728013.3655","26302.6336","731219.8395","NA","NA","Sternberg Task","103","63327.8676004","117","yes","1024"
"88.1355932203","88.1355932203","542.773922037","542.773922037","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","117","117","0","0","117","NA","117","0","0","117","117","117","117","0","117","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","105","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","2 8 9","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","719.455200015","7996.19719997","8955.31379996","719.455200015","NA","NA","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","6","731783.082","732862.4676","113605.4285","17669.9112","732865.9179","NA","720102.105","18305.2969","104649.4978","735072.0871","737076.041","737797.1082","733869.3683","26302.6336","737075.8368","NA","NA","Sternberg Task","104","64047.3228004","118","yes","1024"
"88.2352941176","88.2352941176","543.270557146","543.270557146","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","118","118","0","0","118","NA","118","0","0","118","118","118","118","0","118","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","106","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","1 7 5 2","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","601.873499982","7996.19719997","8955.31379996","601.873499982","NA","NA","NA","2","legacy","4","1024","2","48000","-16","experiment","4","even","3","737861.4923","738949.6335","113605.4285","17669.9112","738953.0484","NA","720102.105","18305.2969","104649.4978","741159.8889","743163.6314","743767.1593","739956.356","26302.6336","743163.4174","NA","NA","Sternberg Task","105","64649.1963004","119","yes","1024"
"88.3333333333","88.3333333333","542.842535003","542.842535003","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","119","119","0","0","119","NA","119","0","0","119","119","119","119","0","119","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","107","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","3 4 2","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","491.907900025","7996.19719997","8955.31379996","491.907900025","NA","NA","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","5","743828.6386","744908.5945","113605.4285","17669.9112","744912.0514","NA","720102.105","18305.2969","104649.4978","747119.2992","749123.2295","749616.4777","745915.9192","26302.6336","749123.0467","NA","NA","Sternberg Task","106","65141.1042004","120","yes","1024"
"88.4297520661","88.4297520661","544.23373554","544.23373554","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","120","120","0","0","120","NA","120","0","0","120","120","120","120","0","120","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","108","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","3 5 9 6 2 4","Lentiform Loewenfeld","3.3.9","1","y","0","left","left","right","left","NA","711.177799967","7996.19719997","8955.31379996","711.177799967","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","3","749684.3613","750767.4405","113605.4285","17669.9112","750770.8252","NA","720102.105","18305.2969","104649.4978","752978.0705","754981.9342","755694.6738","751774.8144","26302.6336","754981.7525","NA","NA","Sternberg Task","107","65852.2820004","121","yes","1024"
"87.7049180328","87.7049180328","544.12818279","544.12818279","black","experiment","psycho","psycho","psycho","0","uniform","0","undefined","0","right","121","121","0","0","121","NA","121","0","0","121","121","121","121","0","121","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","109","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","8 5 4 2 9 6","Lentiform Loewenfeld","3.3.9","0","n","0","left","left","right","left","NA","531.356299995","7996.19719997","8955.31379996","531.356299995","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","3","755762.4737","756841.1142","113605.4285","17669.9112","756844.7243","NA","720102.105","18305.2969","104649.4978","759051.0875","761054.3802","761587.2794","757848.2597","26302.6336","761054.2191","NA","NA","Sternberg Task","107","66383.6383004","122","yes","1024"
"86.9918699187","86.9918699187","543.445038214","543.445038214","black","experiment","psycho","psycho","psycho","0","uniform","0","undefined","0","left","122","122","0","0","122","NA","122","0","0","122","122","122","122","0","122","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","110","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","8 9 5 6 7","Lentiform Loewenfeld","3.3.9","1","y","0","right","left","right","right","NA","460.101399978","7996.19719997","8955.31379996","460.101399978","NA","NA","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","8","755762.4737","762729.2603","113605.4285","17669.9112","762733.0262","NA","761651.1127","18305.2969","104649.4978","764939.8924","766943.2356","767404.6955","763735.9479","26302.6336","766943.048","NA","NA","Sternberg Task","107","66843.7397003","123","yes","1024"
"87.0967741935","87.0967741935","543.981696777","543.981696777","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","123","123","0","0","123","NA","123","0","0","123","123","123","123","0","123","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","111","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","8 6 3 4 7","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","609.990699973","7996.19719997","8955.31379996","609.990699973","NA","NA","NA","2","legacy","5","1024","2","48000","-16","experiment","4","even","1","755762.4737","768541.9513","113605.4285","17669.9112","768545.4155","NA","767460.2772","18305.2969","104649.4978","770750.8692","772754.3404","773365.8792","769548.4807","26302.6336","772754.1507","NA","NA","Sternberg Task","108","67453.7304003","124","yes","1024"
"86.4","86.4","543.086388803","543.086388803","black","experiment","psycho","psycho","psycho","0","uniform","0","undefined","0","right","124","124","0","0","124","NA","124","0","0","124","124","124","124","0","124","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","112","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","8 2 1 4 5 9","Lentiform Loewenfeld","3.3.9","0","n","0","left","left","right","left","NA","432.068200025","7996.19719997","8955.31379996","432.068200025","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","7","773429.1362","774509.2293","113605.4285","17669.9112","774512.7421","NA","767460.2772","18305.2969","104649.4978","776719.7377","778723.429","779157.2176","775516.0466","26302.6336","778723.242","NA","NA","Sternberg Task","108","67885.7986003","125","yes","1024"
"86.5079365079","86.5079365079","542.216119844","542.216119844","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","left","125","125","0","0","125","NA","125","0","0","125","125","125","125","0","125","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","113","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","6 1 2","Lentiform Loewenfeld","3.3.9","3","y","0","left","left","right","left","NA","433.432499995","7996.19719997","8955.31379996","433.432499995","NA","NA","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","2","773429.1362","780297.9367","113605.4285","17669.9112","780301.4254","NA","779219.3737","18305.2969","104649.4978","782507.5607","784510.7333","784945.7024","781304.747","26302.6336","784510.5711","NA","NA","Sternberg Task","109","68319.2311003","126","yes","1024"
"86.6141732283","86.6141732283","541.462573231","541.462573231","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","126","126","0","0","126","NA","126","0","0","126","126","126","126","0","126","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","114","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","6 9 5","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","446.515700023","7996.19719997","8955.31379996","446.515700023","NA","NA","NA","2","legacy","3","1024","2","48000","-16","experiment","4","even","8","785008.8437","786091.5655","113605.4285","17669.9112","786095.0405","NA","779219.3737","18305.2969","104649.4978","788301.4911","790304.6345","790752.4994","787098.1684","26302.6336","790304.4681","NA","NA","Sternberg Task","110","68765.7468003","127","yes","1024"
"86.71875","86.71875","541.115989065","541.115989065","black","experiment","psycho","psycho","psycho","0","uniform","1","undefined","1","right","127","127","0","0","127","NA","127","0","0","127","127","127","127","0","127","0","NA","10/24/21 23:13:32","","yes","SternbergTask.osexp","C:\Users\mmcel\OneDrive\GRAD SCHOOL\fall 2021\Advanced Quant","no","mono","no","18","no","white","no","yes","768","psycho","115","11","C:/Users/mmcel/OneDrive/GRAD SCHOOL/fall 2021/Advanced Quant/sternberg/MM-subject-4.csv","psycho","2 8 7 9 5 3","Lentiform Loewenfeld","3.3.9","0","n","0","right","left","right","right","NA","497.099799977","7996.19719997","8955.31379996","497.099799977","NA","NA","NA","2","legacy","6","1024","2","48000","-16","experiment","4","even","6","790783.429","791865.2832","113605.4285","17669.9112","791868.7372","NA","779219.3737","18305.2969","104649.4978","794075.0717","796078.7352","796577.3455","792871.4732","26302.6336","796078.5486","NA","NA","Sternberg Task","111","69262.8466003","128","yes","1024"
