"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","correct","correct_Instruction1","correct_new_keyboard_response","correct_response","count_ISI","count_Instruction1","count_ThankYou","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instructions2","count_memorySet","count_new_keyboard_response","count_new_logger","count_practiceloop","count_probe","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceloop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_Instruction1","response_ThankYou","response_instructions2","response_new_keyboard_response","response_time","response_time_Instruction1","response_time_ThankYou","response_time_instructions2","response_time_new_keyboard_response","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_Instruction1","time_ThankYou","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instructions2","time_memorySet","time_new_keyboard_response","time_new_logger","time_practiceloop","time_probe","title","total_correct","total_response_time","total_responses","width"
"75","75","995","995","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","31","0","0","31","31","0","0","31","31","0","31","31","31","0","31","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","19","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","3 4 9 6 2 9","Melodramatic Milgram","4.0.5","5","y","0","left","right","NA","left","left","625.0","53035","NA","8345","625","2","legacy","6","1024","2","48000","-16","experiment","2","even","2","261980","2992","NA","258738","259774","2880","143599","259776","205553","135253","260778","263981","264606","56084","263981","New experiment","24","31864.0","32","1024"
"75","75","987","987","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","32","0","0","32","32","0","0","32","32","0","32","32","32","0","32","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","20","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","1 4 9 3 2 5","Melodramatic Milgram","4.0.5","3","y","0","left","right","NA","left","left","720.0","53035","NA","8345","720","2","legacy","6","1024","2","48000","-16","experiment","2","even","9","267853","2992","NA","264609","265648","2880","143599","265650","205553","135253","266651","269854","270575","56084","269854","New experiment","25","32584.0","33","1024"
"76","76","975","975","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","33","0","0","33","33","0","0","33","33","0","33","33","33","0","33","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","21","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","3 2 1 4 7","Melodramatic Milgram","4.0.5","2","y","0","left","right","NA","left","left","581.0","53035","NA","8345","581","2","legacy","5","1024","2","48000","-16","experiment","2","even","2","273828","2992","NA","270578","271624","2880","143599","271626","205553","135253","272627","275829","276410","56084","275829","New experiment","26","33165.0","34","1024"
"77","77","968","968","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","34","0","0","34","34","0","0","34","34","0","34","34","34","0","34","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","22","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","6 3 1 7 9 8","Melodramatic Milgram","4.0.5","0","n","0","right","right","NA","left","right","749.0","53035","NA","8345","749","2","legacy","6","1024","2","48000","-16","experiment","2","even","4","279646","2992","NA","276413","277442","2880","143599","277444","205553","135253","278445","281648","282397","56084","281648","New experiment","27","33914.0","35","1024"
"77","77","962","962","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","35","0","0","35","35","0","0","35","35","0","35","35","35","0","35","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","23","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","6 8 4","Melodramatic Milgram","4.0.5","0","n","0","right","right","NA","left","right","724.0","53035","NA","8345","724","2","legacy","3","1024","2","48000","-16","experiment","2","even","1","285640","2992","NA","282400","283434","2880","143599","283435","205553","135253","284436","287641","288366","56084","287641","New experiment","28","34638.0","36","1024"
"78","78","953","953","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","36","0","0","36","36","0","0","36","36","0","36","36","36","0","36","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","24","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","8 9","Melodramatic Milgram","4.0.5","0","n","0","right","right","NA","left","right","637.0","53035","NA","8345","637","2","legacy","2","1024","2","48000","-16","experiment","2","even","5","291610","2992","NA","288368","289405","2880","143599","289407","205553","135253","290409","293612","294250","56084","293611","New experiment","29","35275.0","37","1024"
"78","78","943","943","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","37","0","0","37","37","0","0","37","37","0","37","37","37","0","37","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","25","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","5 2","Melodramatic Milgram","4.0.5","0","n","0","right","right","NA","left","right","580.0","53035","NA","8345","580","2","legacy","2","1024","2","48000","-16","experiment","2","even","7","297494","2992","NA","294252","295288","2880","143599","295290","205553","135253","296292","299496","300077","56084","299496","New experiment","30","35855.0","38","1024"
"79","79","935","935","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","38","0","0","38","38","0","0","38","38","0","38","38","38","0","38","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","26","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","1 7 5 2","Melodramatic Milgram","4.0.5","0","n","0","right","right","NA","left","right","615.0","53035","NA","8345","615","2","legacy","4","1024","2","48000","-16","experiment","2","even","3","303322","2992","NA","300080","301116","2880","143599","301118","205553","135253","302120","305324","305939","56084","305324","New experiment","31","36470.0","39","1024"
"80","80","930","930","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","39","0","0","39","39","0","0","39","39","0","39","39","39","0","39","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","27","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","2 6 4 3 9","Melodramatic Milgram","4.0.5","0","n","0","right","right","NA","left","right","753.0","53035","NA","8345","753","2","legacy","5","1024","2","48000","-16","experiment","2","even","1","309195","2992","NA","305942","306989","2880","143599","306991","205553","135253","307993","311198","311952","56084","311198","New experiment","32","37223.0","40","1024"
"80","80","936","936","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","40","0","0","40","40","0","0","40","40","0","40","40","40","0","40","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","28","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","6 7 8 5","Melodramatic Milgram","4.0.5","3","y","0","left","right","NA","left","left","1161.0","53035","NA","8345","1161","2","legacy","4","1024","2","48000","-16","experiment","2","even","8","315190","2992","NA","311955","312984","2880","143599","312986","205553","135253","313988","317192","318353","56084","317192","New experiment","33","38384.0","41","1024"
"80","80","935","935","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","41","0","0","41","41","0","0","41","41","0","41","41","41","0","41","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","29","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","8 5 7 3 6","Melodramatic Milgram","4.0.5","0","n","0","right","right","NA","left","right","910.0","53035","NA","8345","910","2","legacy","5","1024","2","48000","-16","experiment","2","even","9","321601","2992","NA","318356","319394","2880","143599","319395","205553","135253","320398","323603","324514","56084","323603","New experiment","34","39294.0","42","1024"
"81","81","941","941","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","42","0","0","42","42","0","0","42","42","0","42","42","42","0","42","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","30","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","3 4 2","Melodramatic Milgram","4.0.5","0","n","0","right","right","NA","left","right","1171.0","53035","NA","8345","1171","2","legacy","3","1024","2","48000","-16","experiment","2","even","5","327759","2992","NA","324516","325553","2880","143599","325555","205553","135253","326557","329760","330932","56084","329760","New experiment","35","40465.0","43","1024"
"81","81","937","937","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","43","0","0","43","43","0","0","43","43","0","43","43","43","0","43","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","31","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","5 7 3","Melodramatic Milgram","4.0.5","0","n","0","right","right","NA","left","right","806.0","53035","NA","8345","806","2","legacy","3","1024","2","48000","-16","experiment","2","even","9","334187","2992","NA","330934","331979","2880","143599","331980","205553","135253","332984","336190","336997","56084","336190","New experiment","36","41271.0","44","1024"
"82","82","934","934","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","44","0","0","44","44","0","0","44","44","0","44","44","44","0","44","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","32","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","7 9","Melodramatic Milgram","4.0.5","0","n","0","right","right","NA","left","right","767.0","53035","NA","8345","767","2","legacy","2","1024","2","48000","-16","experiment","2","even","1","340250","2992","NA","336999","338043","2880","143599","338045","205553","135253","339048","342253","343021","56084","342253","New experiment","37","42038.0","45","1024"
"82","82","933","933","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","45","0","0","45","45","0","0","45","45","0","45","45","45","0","45","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","33","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","7 8 4 6 9 5","Melodramatic Milgram","4.0.5","4","y","0","left","right","NA","left","left","898.0","53035","NA","8345","898","2","legacy","6","1024","2","48000","-16","experiment","2","even","6","346285","2992","NA","343024","344077","2880","143599","344079","205553","135253","345081","348288","349187","56084","348287","New experiment","38","42936.0","46","1024"
"80","80","939","939","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","right","46","0","0","46","46","0","0","46","46","0","46","46","46","0","46","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","34","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","1 6 4 3 9 7","Melodramatic Milgram","4.0.5","0","n","0","left","right","NA","left","left","1236.0","53035","NA","8345","1236","2","legacy","6","1024","2","48000","-16","experiment","2","even","8","352433","2992","NA","349190","350226","2880","143599","350228","205553","135253","351230","354435","355672","56084","354435","New experiment","38","44172.0","47","1024"
"81","81","943","943","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","47","0","0","47","47","0","0","47","47","0","47","47","47","0","47","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","35","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","8 6 3 4 7","Melodramatic Milgram","4.0.5","0","n","0","right","right","NA","left","right","1094.0","53035","NA","8345","1094","2","legacy","5","1024","2","48000","-16","experiment","2","even","1","358922","2992","NA","349190","356714","2880","143599","356716","355675","135253","357719","360924","362018","56084","360924","New experiment","39","45266.0","48","1024"
"81","81","942","942","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","48","0","0","48","48","0","0","48","48","0","48","48","48","0","48","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","36","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","9 4 2","Melodramatic Milgram","4.0.5","1","y","0","left","right","NA","left","left","920.0","53035","NA","8345","920","2","legacy","3","1024","2","48000","-16","experiment","2","even","9","365272","2992","NA","362021","363065","2880","143599","363067","355675","135253","364070","367276","368196","56084","367276","New experiment","40","46186.0","49","1024"
"82","82","940","940","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","49","0","0","49","49","0","0","49","49","0","49","49","49","0","49","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","37","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","6 9 4 5 3 2","Melodramatic Milgram","4.0.5","0","n","0","right","right","NA","left","right","818.0","53035","NA","8345","818","2","legacy","6","1024","2","48000","-16","experiment","2","even","8","371448","2992","NA","368199","369241","2880","143599","369243","355675","135253","370245","373452","374270","56084","373451","New experiment","41","47004.0","50","1024"
"82","82","938","938","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","50","0","0","50","50","0","0","50","50","0","50","50","50","0","50","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","38","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","8 2 1 4 5 9","Melodramatic Milgram","4.0.5","0","n","0","right","right","NA","left","right","871.0","53035","NA","8345","871","2","legacy","6","1024","2","48000","-16","experiment","2","even","7","377516","2992","NA","374273","375309","2880","143599","375311","355675","135253","376313","379518","380389","56084","379518","New experiment","42","47875.0","51","1024"
"82","82","932","932","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","51","0","0","51","51","0","0","51","51","0","51","51","51","0","51","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","39","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","9 1 7 2","Melodramatic Milgram","4.0.5","2","y","0","left","right","NA","left","left","589.0","53035","NA","8345","589","2","legacy","4","1024","2","48000","-16","experiment","2","even","1","383641","2992","NA","380392","381434","2880","143599","381436","355675","135253","382438","385644","386234","56084","385643","New experiment","43","48464.0","52","1024"
"83","83","924","924","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","52","0","0","52","52","0","0","52","52","0","52","52","52","0","52","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","40","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","9 5 3 8 4","Melodramatic Milgram","4.0.5","1","y","0","left","right","NA","left","left","545.0","53035","NA","8345","545","2","legacy","5","1024","2","48000","-16","experiment","2","even","9","389480","2992","NA","386237","387274","2880","143599","387276","355675","135253","388278","391483","392029","56084","391483","New experiment","44","49009.0","53","1024"
"83","83","930","930","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","53","0","0","53","53","0","0","53","53","0","53","53","53","0","53","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","41","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","7 1 5 6 3","Melodramatic Milgram","4.0.5","0","n","0","right","right","NA","left","right","1262.0","53035","NA","8345","1262","2","legacy","5","1024","2","48000","-16","experiment","2","even","8","395276","2992","NA","392031","393068","2880","143599","393070","355675","135253","394072","397278","398541","56084","397278","New experiment","45","50271.0","54","1024"
"83","83","922","922","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","54","0","0","54","54","0","0","54","54","0","54","54","54","0","54","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","42","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","4","Melodramatic Milgram","4.0.5","1","y","0","left","right","NA","left","left","476.0","53035","NA","8345","476","2","legacy","1","1024","2","48000","-16","experiment","2","even","4","401798","2992","NA","398544","399591","2880","143599","399593","355675","135253","400596","403801","404277","56084","403801","New experiment","46","50747.0","55","1024"
"83","83","917","917","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","55","0","0","55","55","0","0","55","55","0","55","55","55","0","55","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","43","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","9","Melodramatic Milgram","4.0.5","0","n","0","right","right","NA","left","right","609.0","53035","NA","8345","609","2","legacy","1","1024","2","48000","-16","experiment","2","even","6","407531","2992","NA","404280","405324","2880","143599","405326","355675","135253","406329","409535","410145","56084","409534","New experiment","47","51356.0","56","1024"
"84","84","910","910","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","56","0","0","56","56","0","0","56","56","0","56","56","56","0","56","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","44","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","6 7 9 3 1 2","Melodramatic Milgram","4.0.5","1","y","0","left","right","NA","left","left","555.0","53035","NA","8345","555","2","legacy","6","1024","2","48000","-16","experiment","2","even","6","413407","2992","NA","410148","411199","2880","143599","411201","355675","135253","412204","415409","415965","56084","415409","New experiment","48","51911.0","57","1024"
"84","84","903","903","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","57","0","0","57","57","0","0","57","57","0","57","57","57","0","57","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","45","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","1","Melodramatic Milgram","4.0.5","0","n","0","right","right","NA","left","right","513.0","53035","NA","8345","513","2","legacy","1","1024","2","48000","-16","experiment","2","even","7","419228","2992","NA","415968","417020","2880","143599","417022","355675","135253","418025","421230","421744","56084","421230","New experiment","49","52424.0","58","1024"
"84","84","899","899","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","58","0","0","58","58","0","0","58","58","0","58","58","58","0","58","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","46","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","9 8 4","Melodramatic Milgram","4.0.5","1","y","0","left","right","NA","left","left","619.0","53035","NA","8345","619","2","legacy","3","1024","2","48000","-16","experiment","2","even","9","424992","2992","NA","421747","422784","2880","143599","422786","355675","135253","423788","426995","427614","56084","426995","New experiment","50","53043.0","59","1024"
"85","85","895","895","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","59","0","0","59","59","0","0","59","59","0","59","59","59","0","59","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","47","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","1 3 2 6 9","Melodramatic Milgram","4.0.5","0","n","0","right","right","NA","left","right","672.0","53035","NA","8345","672","2","legacy","5","1024","2","48000","-16","experiment","2","even","5","430861","2992","NA","427617","428654","2880","143599","428656","355675","135253","429659","432864","433536","56084","432864","New experiment","51","53715.0","60","1024"
"85","85","891","891","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","left","60","0","0","60","60","0","0","60","60","0","60","60","60","0","60","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","48","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","9 3 8 2 1 4","Melodramatic Milgram","4.0.5","3","y","0","left","right","NA","left","left","679.0","53035","NA","8345","679","2","legacy","6","1024","2","48000","-16","experiment","2","even","8","436791","2992","NA","433540","434585","2880","143599","434586","355675","135253","435588","438794","439473","56084","438793","New experiment","52","54394.0","61","1024"
"85","85","886","886","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","61","0","0","61","61","0","0","61","61","0","61","61","61","0","61","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","49","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","6 9 7 3 8 2","Melodramatic Milgram","4.0.5","0","n","0","right","right","NA","left","right","567.0","53035","NA","8345","567","2","legacy","6","1024","2","48000","-16","experiment","2","even","5","442723","2992","NA","439477","440516","2880","143599","440517","355675","135253","441520","444725","445293","56084","444725","New experiment","53","54961.0","62","1024"
"84","84","900","900","#3d3846","experiment","legacy","legacy","legacy","0","undefined","0","left","62","0","0","62","62","0","0","62","62","0","62","62","62","0","62","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","50","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","7 4 2 6 3 5","Melodramatic Milgram","4.0.5","6","y","0","right","right","NA","left","right","1741.0","53035","NA","8345","1741","2","legacy","6","1024","2","48000","-16","experiment","2","even","5","448548","2992","NA","445295","446341","2880","143599","446342","355675","135253","447345","450551","452292","56084","450550","New experiment","53","56702.0","63","1024"
"84","84","905","905","#3d3846","experiment","legacy","legacy","legacy","1","undefined","1","right","63","0","0","63","63","0","0","63","63","0","63","63","63","0","63","Sun Oct 15 14:28:41 2023","The main experiment item","True","Sternberg Task Elizabeth McGibbon .osexp","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 ","False","mono","False","18","no","white","no","yes","768","legacy","51","11","/Users/izzymcgibbon/Desktop/College/Tarleton State /2023 /Fall /Stats /3.0 /EWMsubject-2.csv","legacy","7 4 2 8 1 9","Melodramatic Milgram","4.0.5","0","n","0","right","right","NA","left","right","1280.0","53035","NA","8345","1280","2","legacy","6","1024","2","48000","-16","experiment","2","even","5","455556","2992","NA","445295","453348","2880","143599","453349","452295","135253","454352","457559","458840","56084","457558","New experiment","54","57982.0","64","1024"
