"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_instructions2","count_isi","count_keyboard_response","count_logger","count_memorySet","count_practiceloop","count_prob","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceloop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2","response_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instructions2","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_instructions2","time_isi","time_keyboard_response","time_logger","time_memorySet","time_practiceloop","time_prob","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"90.625","90.625","1212.53125","1212.53125","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","31","31","0","0","31","31","0","0","31","31","31","31","0","31","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","19","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","4 8 1 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","950","511305","5323","950","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","7","722373","723439","4569","600691","723441","663072","4577","595367","725649","727653","728604","724445","515883","727653","NA","Sternberg Task","29","38801","32","yes","1024"
"90.9090909091","90.9090909091","1211.33333333","1211.33333333","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","32","32","0","0","32","32","0","0","32","32","32","32","0","32","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","20","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","2 8 9","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","1173","511305","5323","1173","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","6","728616","729673","4569","600691","729674","663072","4577","595367","731879","733880","735054","730676","515883","733880","NA","Sternberg Task","30","39974","33","yes","1024"
"91.1764705882","91.1764705882","1210.26470588","1210.26470588","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","33","33","0","0","33","33","0","0","33","33","33","33","0","33","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","21","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","8 1 6","Lentiform Loewenfeld","3.3.3","3","y","0","left","right","right","left","NA","1175","511305","5323","1175","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","6","735066","736131","4569","600691","736132","663072","4577","595367","738338","740339","741515","737133","515883","740339","NA","Sternberg Task","31","41149","34","yes","1024"
"91.4285714286","91.4285714286","1206.34285714","1206.34285714","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","34","34","0","0","34","34","0","0","34","34","34","34","0","34","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","22","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","6 9 3 1","Lentiform Loewenfeld","3.3.3","4","y","0","left","right","right","left","NA","1073","511305","5323","1073","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","1","741528","742585","4569","600691","742587","663072","4577","595367","744789","746790","747864","743588","515883","746790","NA","Sternberg Task","32","42222","35","yes","1024"
"91.6666666667","91.6666666667","1202.05555556","1202.05555556","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","35","35","0","0","35","35","0","0","35","35","35","35","0","35","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","23","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","8","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","right","left","NA","1052","511305","5323","1052","NA","2","legacy","1","1024","2","48000","-16","experiment","3","odd","8","747877","748933","4569","600691","748935","663072","4577","595367","751138","753142","754195","749936","515883","753142","NA","Sternberg Task","33","43274","36","yes","1024"
"91.8918918919","91.8918918919","1200","1200","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","36","36","0","0","36","36","0","0","36","36","36","36","0","36","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","24","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","8 5 4 7 3 1","Lentiform Loewenfeld","3.3.3","2","y","0","left","right","right","left","NA","1126","511305","5323","1126","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","5","754207","755267","4569","600691","755268","663072","4577","595367","757474","759477","760604","756270","515883","759476","NA","Sternberg Task","34","44400","37","yes","1024"
"92.1052631579","92.1052631579","1192.23684211","1192.23684211","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","37","37","0","0","37","37","0","0","37","37","37","37","0","37","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","25","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","9 8 4","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","right","left","NA","905","511305","5323","905","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","9","760615","761671","4569","600691","761673","663072","4577","595367","763880","765882","766788","762677","515883","765882","NA","Sternberg Task","35","45305","38","yes","1024"
"92.3076923077","92.3076923077","1191.76923077","1191.76923077","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","38","38","0","0","38","38","0","0","38","38","38","38","0","38","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","26","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","1 4 3 6 5","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","1174","511305","5323","1174","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","8","766800","767856","4569","600691","767858","663072","4577","595367","770062","772063","773238","768859","515883","772063","NA","Sternberg Task","36","46479","39","yes","1024"
"92.5","92.5","1189.75","1189.75","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","39","39","0","0","39","39","0","0","39","39","39","39","0","39","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","27","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","2 4 6 9","Lentiform Loewenfeld","3.3.3","3","y","0","left","right","right","left","NA","1111","511305","5323","1111","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","6","773250","774308","4569","600691","774309","663072","4577","595367","776517","778518","779630","775313","515883","778518","NA","Sternberg Task","37","47590","40","yes","1024"
"92.6829268293","92.6829268293","1183.90243902","1183.90243902","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","40","40","0","0","40","40","0","0","40","40","40","40","0","40","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","28","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","4 1 5","Lentiform Loewenfeld","3.3.3","2","y","0","left","right","right","left","NA","950","511305","5323","950","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","1","779642","780699","4569","600691","780700","663072","4577","595367","782909","784910","785861","781704","515883","784910","NA","Sternberg Task","38","48540","41","yes","1024"
"92.8571428571","92.8571428571","1195.02380952","1195.02380952","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","41","41","0","0","41","41","0","0","41","41","41","41","0","41","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","29","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","8 6 3 4 7","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","1651","511305","5323","1651","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","1","785872","786929","4569","600691","786931","663072","4577","595367","789138","791139","792791","787934","515883","791139","NA","Sternberg Task","39","50191","42","yes","1024"
"93.023255814","93.023255814","1190.18604651","1190.18604651","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","42","42","0","0","42","42","0","0","42","42","42","42","0","42","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","30","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","9 3 8 2 1 4","Lentiform Loewenfeld","3.3.3","3","y","0","left","right","right","left","NA","987","511305","5323","987","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","8","792803","793875","4569","600691","793876","663072","4577","595367","796080","798081","799069","794877","515883","798081","NA","Sternberg Task","40","51178","43","yes","1024"
"93.1818181818","93.1818181818","1179.45454545","1179.45454545","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","43","43","0","0","43","43","0","0","43","43","43","43","0","43","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","31","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","7","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","right","left","NA","718","511305","5323","718","NA","2","legacy","1","1024","2","48000","-16","experiment","3","odd","7","799081","800148","4569","600691","800149","663072","4577","595367","802355","804360","805079","801151","515883","804360","NA","Sternberg Task","41","51896","44","yes","1024"
"93.3333333333","93.3333333333","1184.88888889","1184.88888889","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","44","44","0","0","44","44","0","0","44","44","44","44","0","44","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","32","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","2 8 7 9 5 3","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","1424","511305","5323","1424","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","6","805092","806157","4569","600691","806159","663072","4577","595367","808364","810369","811793","807160","515883","810369","NA","Sternberg Task","42","53320","45","yes","1024"
"93.4782608696","93.4782608696","1183.34782609","1183.34782609","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","45","45","0","0","45","45","0","0","45","45","45","45","0","45","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","33","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","2 7 5","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","1114","511305","5323","1114","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","8","811807","812864","4569","600691","812866","663072","4577","595367","815072","817073","818188","813867","515883","817073","NA","Sternberg Task","43","54434","46","yes","1024"
"93.6170212766","93.6170212766","1187.25531915","1187.25531915","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","46","46","0","0","46","46","0","0","46","46","46","46","0","46","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","34","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","6 7 8 5","Lentiform Loewenfeld","3.3.3","3","y","0","left","right","right","left","NA","1367","511305","5323","1367","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","8","818199","819256","4569","600691","819258","663072","4577","595367","821464","823465","824832","820259","515883","823465","NA","Sternberg Task","44","55801","47","yes","1024"
"93.75","93.75","1193.29166667","1193.29166667","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","47","47","0","0","47","47","0","0","47","47","47","47","0","47","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","35","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","7 1 5 6 3","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","1477","511305","5323","1477","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","8","824846","825903","4569","600691","825905","663072","4577","595367","828110","830111","831589","826906","515883","830111","NA","Sternberg Task","45","57278","48","yes","1024"
"93.8775510204","93.8775510204","1188.2244898","1188.2244898","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","48","48","0","0","48","48","0","0","48","48","48","48","0","48","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","36","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","8 9 6 1","Lentiform Loewenfeld","3.3.3","2","y","0","left","right","right","left","NA","945","511305","5323","945","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","9","831602","832658","4569","600691","832660","663072","4577","595367","834862","836863","837809","833661","515883","836863","NA","Sternberg Task","46","58223","49","yes","1024"
"94","94","1183.38","1183.38","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","49","49","0","0","49","49","0","0","49","49","49","49","0","49","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","37","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","6 5","Lentiform Loewenfeld","3.3.3","2","y","0","left","right","right","left","NA","946","511305","5323","946","NA","2","legacy","2","1024","2","48000","-16","experiment","3","odd","5","837821","838906","4569","600691","838908","663072","4577","595367","841114","843118","844065","839909","515883","843118","NA","Sternberg Task","47","59169","50","yes","1024"
"94.1176470588","94.1176470588","1186.54901961","1186.54901961","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","50","50","0","0","50","50","0","0","50","50","50","50","0","50","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","38","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","9 5 3 2 8 6","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","1345","511305","5323","1345","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","7","844076","845133","4569","600691","845135","663072","4577","595367","847345","849349","850695","846139","515883","849349","NA","Sternberg Task","48","60514","51","yes","1024"
"94.2307692308","94.2307692308","1184.53846154","1184.53846154","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","51","51","0","0","51","51","0","0","51","51","51","51","0","51","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","39","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","4 7 6 8 2 3","Lentiform Loewenfeld","3.3.3","6","y","0","left","right","right","left","NA","1082","511305","5323","1082","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","3","850706","851763","4569","600691","851764","663072","4577","595367","853967","855968","857051","852766","515883","855968","NA","Sternberg Task","49","61596","52","yes","1024"
"94.3396226415","94.3396226415","1188.8490566","1188.8490566","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","52","52","0","0","52","52","0","0","52","52","52","52","0","52","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","40","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","7 8 6 3 1","Lentiform Loewenfeld","3.3.3","5","y","0","left","right","right","left","NA","1413","511305","5323","1413","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","1","857063","858120","4569","600691","858121","663072","4577","595367","860324","862326","863739","859122","515883","862326","NA","Sternberg Task","50","63009","53","yes","1024"
"94.4444444444","94.4444444444","1198.05555556","1198.05555556","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","53","53","0","0","53","53","0","0","53","53","53","53","0","53","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","41","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","7 6 4 8 1 2","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","1686","511305","5323","1686","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","9","863743","864799","4569","600691","864801","663072","4577","595367","867007","869008","870694","865802","515883","869008","NA","Sternberg Task","51","64695","54","yes","1024"
"94.5454545455","94.5454545455","1211.2","1211.2","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","54","54","0","0","54","54","0","0","54","54","54","54","0","54","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","42","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","2 8 6 3 1","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","1921","511305","5323","1921","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","7","870705","871768","4569","600691","871770","663072","4577","595367","873972","875977","877899","872771","515883","875976","NA","Sternberg Task","52","66616","55","yes","1024"
"94.6428571429","94.6428571429","1217.875","1217.875","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","55","55","0","0","55","55","0","0","55","55","55","55","0","55","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","43","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","1 4 9 2 5","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","1585","511305","5323","1585","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","7","877904","878962","4569","600691","878963","663072","4577","595367","881169","883170","884756","879964","515883","883170","NA","Sternberg Task","53","68201","56","yes","1024"
"94.7368421053","94.7368421053","1228.85964912","1228.85964912","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","56","56","0","0","56","56","0","0","56","56","56","56","0","56","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","44","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","1 5 3 2 8","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","1844","511305","5323","1844","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","4","884767","885824","4569","600691","885825","663072","4577","595367","888027","890028","891872","886826","515883","890028","NA","Sternberg Task","54","70045","57","yes","1024"
"94.8275862069","94.8275862069","1228.44827586","1228.44827586","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","57","57","0","0","57","57","0","0","57","57","57","57","0","57","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","45","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","4 3 2 5 8","Lentiform Loewenfeld","3.3.3","2","y","0","left","right","right","left","NA","1205","511305","5323","1205","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","3","891886","892943","4569","600691","892945","663072","4577","595367","895150","897152","898357","893946","515883","897152","NA","Sternberg Task","55","71250","58","yes","1024"
"94.9152542373","94.9152542373","1225.15254237","1225.15254237","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","58","58","0","0","58","58","0","0","58","58","58","58","0","58","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","46","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","2 4 8 5 1 3","Lentiform Loewenfeld","3.3.3","1","y","0","left","right","right","left","NA","1034","511305","5323","1034","NA","2","legacy","6","1024","2","48000","-16","experiment","3","odd","2","898370","899427","4569","600691","899429","663072","4577","595367","901634","903635","904670","900430","515883","903635","NA","Sternberg Task","56","72284","59","yes","1024"
"95","95","1221.03333333","1221.03333333","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","59","59","0","0","59","59","0","0","59","59","59","59","0","59","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","47","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","7 9 1 6","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","978","511305","5323","978","NA","2","legacy","4","1024","2","48000","-16","experiment","3","odd","4","904683","905740","4569","600691","905741","663072","4577","595367","907946","909948","910926","906742","515883","909948","NA","Sternberg Task","57","73262","60","yes","1024"
"95.0819672131","95.0819672131","1223.47540984","1223.47540984","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","60","60","0","0","60","60","0","0","60","60","60","60","0","60","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","48","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","3 9 1","Lentiform Loewenfeld","3.3.3","0","n","0","right","right","right","right","NA","1370","511305","5323","1370","NA","2","legacy","3","1024","2","48000","-16","experiment","3","odd","7","910938","911994","4569","600691","911996","663072","4577","595367","914199","916203","917574","912997","515883","916203","NA","Sternberg Task","58","74632","61","yes","1024"
"93.5483870968","93.5483870968","1230.11290323","1230.11290323","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","61","61","0","0","61","61","0","0","61","61","61","61","0","61","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","49","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","2 6 1 7 4","Lentiform Loewenfeld","3.3.3","2","y","0","right","right","right","right","NA","1635","511305","5323","1635","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","6","917586","918643","4569","600691","918644","663072","4577","595367","920847","922848","924484","919645","515883","922848","NA","Sternberg Task","58","76267","62","yes","1024"
"93.6507936508","93.6507936508","1235.65079365","1235.65079365","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","62","62","0","0","62","62","0","0","62","62","62","62","0","62","0","10/22/20 21:31:32","The main experiment item","yes","SternbergTask.osexp","C:\Users\18177\OneDrive\Documents\School\Grad School\Fall 2020\Lab 3 Sternberg Memory","no","mono","no","18","no","white","no","yes","768","legacy","50","11","C:/Users/18177/OneDrive/Documents/School/Grad School/Fall 2020/Lab 3 Sternberg Memory/subject-3.csv","legacy","9 6 2 4 1","Lentiform Loewenfeld","3.3.3","4","y","0","left","right","right","left","NA","1579","511305","5323","1579","NA","2","legacy","5","1024","2","48000","-16","experiment","3","odd","4","917586","925552","4569","600691","925554","924495","4577","595367","927758","929759","931339","926556","515883","929759","NA","Sternberg Task","59","77846","63","yes","1024"
