subject,condition,distance,error,RT,side
3,incongruent,3,0,1860,right
3,congruent,2,0,1328,right
3,incongruent,1,0,1360,right
3,incongruent,1,0,1156,right
3,congruent,1,0,1203,right
3,congruent,4,0,1422,right
3,incongruent,2,0,2046,right
3,congruent,4,0,1219,right
3,congruent,4,0,1141,right
3,congruent,3,0,1437,right
3,congruent,3,0,1141,right
3,congruent,1,0,1250,right
3,congruent,2,0,1094,right
3,incongruent,4,0,1797,right
3,congruent,3,0,1484,right
3,incongruent,3,0,1828,right
4,congruent,1,0,3218,right
4,incongruent,3,1,2421,right
4,incongruent,3,1,2047,right
4,incongruent,4,0,2235,right
4,incongruent,2,0,1891,right
4,congruent,2,0,2031,right
4,incongruent,4,0,1797,right
4,incongruent,2,0,1906,right
4,congruent,4,0,2032,right
4,congruent,1,0,1906,right
4,congruent,4,0,1562,right
4,incongruent,1,0,1937,right
4,incongruent,3,0,1781,right
4,congruent,4,0,1750,right
4,congruent,1,0,1593,right
4,incongruent,4,0,1641,right
4,congruent,3,0,1563,right
4,congruent,3,0,1656,right
4,incongruent,1,0,1329,right
4,congruent,2,0,1562,right
4,incongruent,1,0,1922,right
4,congruent,2,0,1453,right
4,incongruent,2,0,1437,right
4,incongruent,3,0,1859,right
4,incongruent,3,0,1484,right
4,incongruent,2,0,2047,right
4,congruent,3,0,1375,right
4,incongruent,1,0,1360,right
4,congruent,3,0,1375,right
4,congruent,4,0,1234,right
4,incongruent,2,0,1359,right
4,incongruent,3,0,1531,right
4,incongruent,1,0,1500,right
4,congruent,2,0,1391,right
4,incongruent,2,0,1390,right
4,incongruent,4,0,1516,right
4,incongruent,1,0,1485,right
4,congruent,2,0,1547,right
4,congruent,1,0,2000,right
4,congruent,3,0,1703,right
4,incongruent,4,0,1860,right
4,incongruent,3,0,1797,right
4,congruent,1,0,1391,right
4,congruent,1,0,1625,right
4,congruent,4,0,1406,right
4,congruent,2,0,1453,right
4,congruent,4,0,1828,right
4,incongruent,4,0,1797,right
4,congruent,2,0,1469,right
4,congruent,4,0,1375,right
4,congruent,2,0,1250,right
4,incongruent,4,0,1453,right
4,incongruent,1,0,1515,right
4,incongruent,4,0,2235,right
4,incongruent,3,0,1422,right
4,congruent,3,0,1406,right
4,congruent,2,0,1609,right
4,congruent,1,0,2250,right
4,incongruent,3,0,1500,right
4,congruent,3,0,1594,right
4,incongruent,2,0,1500,right
4,incongruent,2,0,1562,right
4,congruent,4,0,1985,right
4,congruent,3,0,1625,right
4,incongruent,1,0,1984,right
4,incongruent,3,0,1515,right
4,incongruent,1,0,1546,right
4,congruent,4,0,1812,right
4,incongruent,4,0,1890,right
4,congruent,1,0,1531,right
4,incongruent,2,0,1531,right
4,congruent,1,0,1704,right
4,incongruent,4,0,2015,right
4,incongruent,2,0,1406,right
4,incongruent,1,0,1391,right
4,incongruent,3,0,1422,right
4,incongruent,1,0,1453,right
4,incongruent,3,0,1610,right
4,congruent,2,0,1500,right
4,congruent,3,0,1687,right
4,incongruent,4,0,1484,right
4,congruent,3,0,1453,right
4,congruent,4,0,1532,right
4,congruent,1,0,1438,right
4,incongruent,4,0,1516,right
4,congruent,2,0,1766,right
4,incongruent,3,0,2094,right
4,incongruent,2,0,1469,right
4,congruent,3,0,1437,right
4,congruent,1,0,1203,right
4,incongruent,2,0,1484,right
4,congruent,1,0,1485,right
4,congruent,4,0,1219,right
4,congruent,4,0,1203,right
4,incongruent,1,0,1172,right
4,congruent,2,0,1109,right
4,congruent,1,0,1594,right
4,incongruent,3,0,1453,right
4,congruent,3,0,1172,right
4,congruent,4,0,1328,right
4,congruent,4,0,1532,right
4,incongruent,1,0,1234,right
4,congruent,3,0,1344,right
4,incongruent,2,0,1281,right
4,incongruent,3,1,1281,right
4,congruent,1,0,1047,right
4,incongruent,4,0,1500,right
4,incongruent,1,0,1984,right
4,congruent,1,0,1391,right
4,incongruent,4,0,1859,right
4,congruent,3,0,1328,right
4,incongruent,4,0,1484,right
4,congruent,2,0,1343,right
4,congruent,2,0,1281,right
4,incongruent,3,0,1531,right
4,incongruent,2,0,1344,right
4,congruent,2,0,1593,right
4,incongruent,1,0,1265,right
4,incongruent,2,0,1125,right
4,congruent,4,0,1250,right
4,congruent,2,0,1562,right
4,incongruent,2,0,1204,right
4,incongruent,3,0,1281,right
4,congruent,1,0,1156,right
4,incongruent,4,1,906,right
4,incongruent,4,0,1172,right
4,incongruent,1,0,1375,right
4,congruent,1,0,1296,right
4,congruent,2,0,1078,right
4,incongruent,2,0,985,right
4,incongruent,2,0,1063,right
4,congruent,4,0,1265,right
4,congruent,1,0,1156,right
4,incongruent,3,0,1407,right
4,incongruent,1,0,1328,right
4,incongruent,1,0,1234,right
4,incongruent,3,0,1672,right
4,incongruent,4,0,1344,right
4,incongruent,4,0,1468,right
4,congruent,3,0,1484,right
4,congruent,2,0,1282,right
4,congruent,3,0,1328,right
4,congruent,3,0,1343,right
4,congruent,4,0,1188,right
4,congruent,2,0,1281,right
4,incongruent,3,0,1375,right
4,congruent,4,0,1047,right
4,incongruent,2,0,1281,right
4,incongruent,2,0,1297,right
4,congruent,2,0,1031,right
4,congruent,2,0,1297,right
4,congruent,3,0,1187,right
4,incongruent,3,0,1609,right
4,incongruent,4,0,1171,right
4,incongruent,1,0,1125,right
4,incongruent,3,0,1157,right
4,congruent,3,0,1312,right
4,congruent,4,0,1625,right
4,incongruent,1,0,1281,right
4,congruent,1,0,1328,right
4,congruent,3,0,1203,right
4,incongruent,2,0,1297,right
4,congruent,1,0,1313,right
4,congruent,1,0,1625,right
4,incongruent,4,0,1391,right
4,congruent,4,0,1844,right
4,incongruent,4,0,1734,right
4,incongruent,1,0,1329,right
4,congruent,1,0,1688,right
4,congruent,4,0,1297,right
4,incongruent,3,0,1219,right
4,congruent,1,0,1219,right
4,incongruent,1,0,1453,right
4,incongruent,1,0,1328,right
4,incongruent,4,0,1422,right
4,incongruent,3,0,2047,right
4,congruent,4,0,1750,right
4,incongruent,2,0,1578,right
4,congruent,2,0,1375,right
4,congruent,4,0,1390,right
4,incongruent,3,0,1062,right
4,congruent,3,0,1610,right
4,incongruent,2,0,1390,right
4,incongruent,1,0,1328,right
4,incongruent,4,0,1407,right
4,congruent,3,0,1281,right
4,congruent,3,0,1438,right
4,congruent,2,0,1156,right
4,congruent,2,0,1391,right
4,incongruent,4,0,1188,right
4,congruent,1,0,1391,right
4,incongruent,2,0,875,right
5,congruent,2,0,2078,right
5,congruent,2,0,1563,right
5,incongruent,1,0,1500,right
5,incongruent,2,0,1391,right
5,incongruent,3,0,1438,right
5,incongruent,1,0,1515,right
5,incongruent,4,0,1390,right
5,incongruent,3,0,1438,right
5,congruent,3,0,1360,right
5,incongruent,2,0,1454,right
5,congruent,1,0,1422,right
5,congruent,2,0,1438,right
5,congruent,4,0,1531,right
5,incongruent,2,0,1688,right
5,congruent,4,0,1203,right
5,incongruent,4,0,1203,right
5,incongruent,4,0,1265,right
5,incongruent,3,0,1110,right
5,incongruent,1,0,1015,right
5,congruent,4,0,985,right
5,congruent,1,0,1156,right
5,congruent,3,0,1032,right
5,congruent,1,0,1219,right
5,congruent,3,0,1156,right
5,congruent,4,0,1140,right
5,incongruent,3,0,1140,right
5,congruent,3,0,1078,right
5,incongruent,1,1,844,right
5,congruent,2,0,1031,right
5,incongruent,4,0,1235,right
5,incongruent,2,0,1156,right
5,incongruent,2,0,1421,right
5,incongruent,1,0,1500,right
5,incongruent,2,0,1109,right
5,incongruent,3,0,1063,right
5,congruent,1,0,1657,right
5,incongruent,4,0,1047,right
5,congruent,4,0,1172,right
5,incongruent,3,0,1079,right
5,congruent,3,0,1204,right
5,congruent,2,0,953,right
5,congruent,2,0,1094,right
5,congruent,1,0,1266,right
5,congruent,1,0,1141,right
5,incongruent,1,0,1250,right
5,congruent,3,0,1219,right
5,incongruent,4,0,1454,right
5,congruent,4,0,1282,right
5,incongruent,3,0,1281,right
5,incongruent,1,0,1063,right
5,congruent,1,0,1078,right
5,incongruent,3,0,1250,right
5,congruent,1,0,969,right
5,incongruent,3,0,1672,right
5,incongruent,4,0,1219,right
5,incongruent,4,0,1235,right
5,congruent,3,0,1031,right
5,congruent,4,0,1094,right
5,congruent,4,0,1031,right
5,congruent,4,0,891,right
5,congruent,2,0,1047,right
5,congruent,3,0,1297,right
5,congruent,1,0,1344,right
5,incongruent,2,0,1078,right
5,incongruent,1,0,1421,right
5,incongruent,2,0,985,right
5,incongruent,1,0,1391,right
5,congruent,3,0,1359,right
5,congruent,2,0,1078,right
5,incongruent,4,0,1266,right
5,incongruent,2,0,1093,right
5,congruent,2,0,1359,right
5,congruent,3,0,969,right
5,incongruent,2,0,1281,right
5,congruent,4,0,1016,right
5,incongruent,1,0,1047,right
5,incongruent,3,0,1344,right
5,congruent,2,0,968,right
5,incongruent,4,0,1171,right
5,congruent,1,0,1343,right
5,congruent,3,0,1234,right
5,congruent,2,0,1250,right
5,incongruent,3,0,1125,right
5,incongruent,3,0,1188,right
5,congruent,3,0,1390,right
5,congruent,2,0,1063,right
5,congruent,1,0,1265,right
5,incongruent,1,0,844,right
5,incongruent,2,0,1156,right
5,congruent,4,0,1344,right
5,incongruent,2,0,1156,right
5,incongruent,4,0,1079,right
5,congruent,4,0,1313,right
5,incongruent,4,0,1047,right
5,incongruent,1,0,1282,right
5,congruent,1,0,1141,right
5,incongruent,1,0,890,right
5,incongruent,2,0,1000,right
5,congruent,3,0,843,right
5,incongruent,2,0,891,right
5,congruent,4,0,1250,right
5,congruent,2,0,1172,right
5,congruent,4,0,2406,right
5,congruent,2,0,1172,right
5,congruent,1,0,1125,right
5,congruent,4,0,1047,right
5,incongruent,2,0,922,right
5,congruent,1,0,1062,right
5,incongruent,3,0,1125,right
5,incongruent,3,0,1141,right
5,incongruent,4,0,954,right
5,incongruent,1,0,953,right
5,incongruent,3,0,1157,right
5,incongruent,1,0,938,right
5,congruent,3,0,1062,right
5,congruent,3,0,1063,right
5,incongruent,4,0,1109,right
5,congruent,1,0,1110,right
5,congruent,2,0,922,right
5,incongruent,4,0,1015,right
5,incongruent,3,0,750,right
5,congruent,1,0,1046,right
5,congruent,4,0,1031,right
5,incongruent,1,0,1390,right
5,congruent,4,0,1281,right
5,incongruent,1,0,844,right
5,incongruent,2,0,1046,right
5,incongruent,4,0,1062,right
5,congruent,1,0,969,right
5,congruent,2,0,797,right
5,congruent,2,0,1062,right
5,congruent,3,0,1125,right
5,incongruent,1,0,1563,right
5,incongruent,2,0,906,right
5,congruent,3,0,1438,right
5,incongruent,4,0,1281,right
5,congruent,1,0,1000,right
5,congruent,3,0,1031,right
5,incongruent,3,0,875,right
5,congruent,4,0,953,right
5,congruent,2,0,1047,right
5,incongruent,3,0,1407,right
5,incongruent,2,0,1500,right
5,incongruent,4,0,1031,right
5,congruent,4,0,1109,right
5,incongruent,4,0,1094,right
5,congruent,1,0,1000,right
5,incongruent,1,0,1172,right
5,incongruent,1,0,1219,right
5,incongruent,4,0,1172,right
5,incongruent,1,0,1047,right
5,congruent,4,0,1000,right
5,incongruent,3,0,1235,right
5,incongruent,2,0,1032,right
5,congruent,4,0,1015,right
5,congruent,3,0,1343,right
5,congruent,3,0,1422,right
5,incongruent,2,0,1531,right
5,congruent,3,0,907,right
5,congruent,1,0,1250,right
5,congruent,1,0,1047,right
5,congruent,2,0,953,right
5,congruent,2,0,1016,right
5,congruent,2,0,1015,right
5,incongruent,2,0,1391,right
5,incongruent,3,0,1047,right
5,incongruent,4,0,1000,right
5,incongruent,3,0,1219,right
5,incongruent,2,0,1140,right
5,incongruent,1,0,1047,right
5,incongruent,4,0,954,right
5,congruent,1,0,1000,right
5,congruent,2,0,938,right
5,incongruent,3,0,750,right
5,congruent,3,0,1078,right
5,incongruent,3,0,1282,right
5,congruent,4,0,1015,right
5,incongruent,2,0,938,right
5,congruent,4,0,1375,right
5,congruent,2,0,968,right
5,incongruent,2,0,922,right
5,incongruent,4,0,922,right
5,congruent,4,0,937,right
5,incongruent,3,0,1063,right
5,congruent,1,0,1235,right
5,congruent,3,0,1032,right
5,incongruent,4,0,1172,right
5,congruent,2,0,1046,right
5,congruent,3,0,1125,right
5,incongruent,1,0,969,right
5,congruent,1,0,1141,right
5,incongruent,1,0,1031,right
6,congruent,2,0,1766,right
6,incongruent,3,1,1515,right
6,congruent,1,0,2328,right
6,incongruent,1,0,1391,right
6,incongruent,2,0,1359,right
6,congruent,3,0,1406,right
6,incongruent,3,0,1391,right
6,congruent,1,0,1469,right
6,congruent,3,0,1437,right
6,congruent,2,0,1391,right
6,incongruent,4,0,1344,right
6,congruent,4,0,1703,right
6,congruent,1,0,1375,right
6,incongruent,3,0,1688,right
6,incongruent,2,0,1344,right
6,incongruent,2,0,1812,right
6,congruent,4,0,1328,right
6,incongruent,1,0,1281,right
6,incongruent,4,0,1468,right
6,incongruent,4,0,1328,right
6,congruent,2,0,1375,right
6,incongruent,1,0,1454,right
6,congruent,3,0,1187,right
6,congruent,4,0,1000,right
6,congruent,3,0,969,right
6,incongruent,3,0,1047,right
6,incongruent,4,0,1141,right
6,incongruent,3,0,1250,right
6,congruent,1,0,1688,right
6,congruent,4,0,1453,right
6,incongruent,4,0,1172,right
6,congruent,4,0,1282,right
6,congruent,4,0,1031,right
6,incongruent,1,0,1140,right
6,incongruent,1,0,1140,right
6,incongruent,2,0,1219,right
6,congruent,2,0,969,right
6,incongruent,3,0,1375,right
6,congruent,1,0,1234,right
6,congruent,3,0,1250,right
6,congruent,3,0,1156,right
6,congruent,2,0,1031,right
6,congruent,1,0,1328,right
6,congruent,2,0,1062,right
6,incongruent,2,0,1187,right
6,incongruent,1,0,1531,right
6,incongruent,4,0,984,right
6,incongruent,2,0,1093,right
6,congruent,3,0,1204,right
6,congruent,1,0,1156,right
6,congruent,1,0,1000,right
6,congruent,2,0,1031,right
6,incongruent,1,0,1172,right
6,incongruent,3,0,828,right
6,congruent,4,0,1172,right
6,congruent,4,0,1031,right
6,congruent,1,0,3078,right
6,congruent,2,0,1141,right
6,incongruent,1,0,1125,right
6,incongruent,2,0,1172,right
6,incongruent,3,0,1344,right
6,incongruent,2,0,1188,right
6,congruent,3,0,1031,right
6,incongruent,2,0,1438,right
6,incongruent,1,0,1547,right
6,congruent,4,0,1438,right
6,congruent,2,0,1016,right
6,incongruent,4,0,1594,right
6,incongruent,4,0,1016,right
6,incongruent,4,0,1188,right
6,incongruent,3,0,1172,right
6,congruent,3,0,1078,right
6,congruent,4,0,1125,right
6,congruent,2,0,969,right
6,incongruent,4,0,1125,right
6,congruent,1,0,1078,right
6,congruent,4,0,1172,right
6,congruent,3,0,1125,right
6,incongruent,2,0,1031,right
6,incongruent,1,0,1329,right
6,congruent,2,0,1390,right
6,congruent,4,0,1110,right
6,incongruent,3,0,1047,right
6,congruent,2,0,1188,right
6,incongruent,1,0,1235,right
6,incongruent,3,0,1156,right
6,incongruent,4,0,1172,right
6,congruent,3,0,1187,right
6,incongruent,2,0,1188,right
6,incongruent,3,0,1125,right
6,incongruent,1,0,1250,right
6,incongruent,4,0,1219,right
6,incongruent,2,0,1766,right
6,congruent,1,0,1188,right
6,congruent,1,0,1484,right
6,congruent,3,0,1140,right
6,incongruent,2,0,1781,right
6,congruent,3,0,1250,right
6,incongruent,3,0,1406,right
6,congruent,4,0,1172,right
6,incongruent,2,0,1203,right
6,incongruent,3,0,1390,right
6,congruent,3,0,1203,right
6,incongruent,1,0,969,right
6,congruent,1,0,1047,right
6,congruent,4,0,1266,right
6,incongruent,1,0,1344,right
6,incongruent,4,0,1344,right
6,congruent,2,0,953,right
6,incongruent,2,0,1282,right
6,congruent,1,0,1000,right
6,incongruent,3,0,1281,right
6,congruent,2,0,1219,right
6,incongruent,1,0,1359,right
6,congruent,4,0,1234,right
6,incongruent,4,0,1234,right
6,incongruent,4,0,1375,right
6,congruent,2,0,1391,right
6,congruent,3,0,1531,right
6,congruent,1,0,1234,right
6,incongruent,3,0,1234,right
6,congruent,4,0,1141,right
6,congruent,2,0,921,right
6,congruent,1,0,1140,right
6,incongruent,4,0,1422,right
6,incongruent,1,0,1453,right
6,incongruent,4,0,1203,right
6,incongruent,4,0,1375,right
6,incongruent,3,0,1281,right
6,incongruent,2,0,1234,right
6,incongruent,1,0,1454,right
6,congruent,3,0,1500,right
6,incongruent,1,0,1203,right
6,incongruent,2,0,1125,right
6,congruent,4,0,1094,right
6,congruent,2,0,1203,right
6,congruent,3,0,1172,right
6,congruent,3,0,1281,right
6,congruent,1,0,1296,right
6,incongruent,2,0,1359,right
6,congruent,4,0,1125,right
6,congruent,1,0,1203,right
6,incongruent,3,0,1015,right
6,congruent,2,0,1234,right
6,incongruent,2,0,1125,right
6,congruent,2,0,1140,right
6,congruent,2,0,1141,right
6,congruent,1,0,969,right
6,congruent,3,0,922,right
6,congruent,3,0,1422,right
6,incongruent,2,0,2391,right
6,congruent,1,0,1156,right
6,incongruent,2,0,1125,right
6,congruent,4,0,969,right
6,incongruent,1,0,1265,right
6,congruent,4,0,1109,right
6,incongruent,3,0,1172,right
6,congruent,3,0,1250,right
6,congruent,1,0,1188,right
6,incongruent,1,0,1187,right
6,incongruent,1,0,1141,right
6,incongruent,3,0,1344,right
6,congruent,4,0,1156,right
6,incongruent,3,0,1328,right
6,incongruent,4,0,1046,right
6,incongruent,4,0,1156,right
6,incongruent,4,0,1609,right
6,congruent,2,0,1062,right
6,congruent,2,0,2063,right
6,incongruent,4,0,1406,right
6,congruent,2,0,1032,right
6,incongruent,1,0,1250,right
6,incongruent,4,0,1406,right
6,congruent,4,0,1062,right
6,incongruent,2,0,1031,right
6,incongruent,1,0,1187,right
6,incongruent,3,0,1297,right
6,incongruent,3,0,1250,right
6,congruent,1,0,1156,right
6,congruent,3,0,1500,right
6,incongruent,2,0,1390,right
6,congruent,4,0,1422,right
6,congruent,2,0,1468,right
6,incongruent,4,0,1500,right
6,congruent,1,0,1125,right
6,congruent,3,0,968,right
6,congruent,1,0,1094,right
6,congruent,4,0,1250,right
6,incongruent,1,0,1250,right
6,incongruent,2,0,1469,right
6,congruent,3,0,1125,right
6,incongruent,3,0,1406,right
7,congruent,4,0,1562,right
7,incongruent,4,0,2125,right
7,congruent,3,0,1188,right
7,congruent,4,0,1203,right
7,incongruent,4,0,1375,right
7,incongruent,3,0,1359,right
7,incongruent,3,0,1672,right
7,incongruent,1,0,1360,right
7,incongruent,3,0,1156,right
7,congruent,2,0,1250,right
7,congruent,1,0,1390,right
7,incongruent,2,0,1718,right
7,incongruent,2,0,1563,right
7,congruent,3,0,1531,right
7,congruent,1,0,1204,right
7,congruent,1,0,1812,right
7,congruent,2,0,1390,right
7,congruent,3,0,1157,right
7,congruent,4,0,1281,right
7,congruent,2,0,1437,right
7,incongruent,4,0,1266,right
7,incongruent,2,0,1531,right
7,incongruent,1,0,1172,right
7,incongruent,1,0,1265,right
7,congruent,4,0,1047,right
7,incongruent,2,0,1359,right
7,incongruent,1,0,1156,right
7,congruent,1,0,1359,right
7,congruent,2,0,1344,right
7,congruent,1,0,1360,right
7,incongruent,1,0,1360,right
7,incongruent,2,0,1203,right
7,congruent,2,0,1140,right
7,congruent,3,0,1219,right
7,incongruent,3,0,1234,right
7,congruent,3,0,1484,right
7,incongruent,2,0,1234,right
7,incongruent,4,0,1187,right
7,congruent,4,0,1046,right
7,incongruent,3,0,1641,right
7,congruent,2,0,1437,right
7,incongruent,4,0,1250,right
7,congruent,3,0,1438,right
7,congruent,4,0,1375,right
7,congruent,1,0,1375,right
7,incongruent,3,0,1594,right
7,incongruent,1,0,1219,right
7,incongruent,4,0,1375,right
7,congruent,2,0,1563,right
7,incongruent,1,0,1125,right
7,congruent,4,0,1453,right
7,incongruent,4,0,1219,right
7,congruent,2,0,1281,right
7,incongruent,3,0,1110,right
7,incongruent,3,0,1390,right
7,incongruent,2,0,1500,right
7,congruent,3,0,1562,right
7,incongruent,2,0,1375,right
7,incongruent,4,0,1281,right
7,incongruent,2,0,1250,right
7,incongruent,3,0,1484,right
7,incongruent,1,0,1359,right
7,congruent,1,0,1313,right
7,congruent,3,0,1328,right
7,congruent,2,0,1375,right
7,incongruent,1,0,1046,right
7,congruent,1,0,1391,right
7,incongruent,4,0,1390,right
7,congruent,3,0,1172,right
7,congruent,4,0,1328,right
7,congruent,4,0,1625,right
7,congruent,1,0,1766,right
7,congruent,4,0,1656,right
7,incongruent,4,0,1219,right
7,congruent,4,0,1407,right
7,congruent,2,0,1359,right
7,congruent,2,0,1546,right
7,congruent,1,0,1578,right
7,congruent,3,0,2218,right
7,incongruent,2,0,1375,right
7,incongruent,3,0,1625,right
7,incongruent,3,0,1313,right
7,incongruent,4,0,1344,right
7,congruent,3,0,1015,right
7,incongruent,1,0,1484,right
7,incongruent,2,0,1265,right
7,incongruent,1,0,1250,right
7,congruent,1,0,1375,right
7,congruent,3,0,1188,right
7,incongruent,4,0,1187,right
7,congruent,2,0,1281,right
7,incongruent,2,0,1343,right
7,congruent,4,0,1391,right
7,incongruent,3,0,1328,right
7,congruent,1,0,1656,right
7,incongruent,1,0,1547,right
7,incongruent,1,0,1609,right
7,congruent,2,0,1625,right
7,congruent,1,0,1391,right
7,incongruent,2,0,1421,right
7,congruent,1,0,2906,right
7,incongruent,1,0,1172,right
7,incongruent,3,0,1250,right
7,incongruent,4,0,1078,right
7,congruent,4,0,1156,right
7,congruent,3,0,1312,right
7,congruent,3,0,1218,right
7,congruent,4,0,1453,right
7,congruent,1,0,1391,right
7,congruent,2,0,1125,right
7,congruent,4,0,1250,right
7,incongruent,4,0,1406,right
7,incongruent,4,0,1406,right
7,incongruent,2,0,1500,right
7,incongruent,3,0,1391,right
7,incongruent,2,0,1688,right
7,congruent,2,0,1422,right
7,incongruent,1,0,1141,right
7,congruent,3,0,1250,right
7,incongruent,3,0,1859,right
7,incongruent,1,0,1672,right
7,congruent,4,0,1063,right
7,incongruent,2,0,1000,right
7,incongruent,3,0,1219,right
7,congruent,3,0,1219,right
7,incongruent,4,0,1359,right
7,incongruent,1,0,1281,right
7,congruent,4,0,1250,right
7,congruent,1,0,1500,right
7,incongruent,4,0,1203,right
7,congruent,3,0,1328,right
7,congruent,1,0,1359,right
7,congruent,3,0,1407,right
7,congruent,2,0,1313,right
7,congruent,4,0,1140,right
7,congruent,2,0,1031,right
7,congruent,1,0,1078,right
7,incongruent,4,0,1250,right
7,incongruent,2,0,1265,right
7,incongruent,1,0,1266,right
7,incongruent,3,0,1094,right
7,incongruent,2,0,1297,right
7,incongruent,3,0,1390,right
7,congruent,2,0,1454,right
7,incongruent,2,0,1375,right
7,incongruent,1,0,1172,right
7,congruent,2,0,1203,right
7,congruent,1,0,1234,right
7,congruent,4,0,1015,right
7,incongruent,4,0,1328,right
7,incongruent,3,0,1219,right
7,congruent,4,0,1297,right
7,incongruent,2,0,1188,right
7,congruent,4,0,1281,right
7,congruent,2,0,1312,right
7,incongruent,4,0,1422,right
7,congruent,3,0,1078,right
7,incongruent,1,0,1625,right
7,incongruent,1,0,1406,right
7,incongruent,3,0,1390,right
7,congruent,2,0,1516,right
7,incongruent,2,0,1828,right
7,incongruent,3,0,1687,right
7,congruent,3,0,1234,right
7,congruent,3,0,1359,right
7,congruent,1,0,1297,right
7,incongruent,4,0,1313,right
7,congruent,1,0,1218,right
7,congruent,1,0,1282,right
7,congruent,1,0,1172,right
7,congruent,2,0,1094,right
7,congruent,3,0,1109,right
7,incongruent,3,0,1375,right
7,congruent,4,0,1140,right
7,incongruent,2,0,1234,right
7,incongruent,3,0,1390,right
7,incongruent,2,0,1281,right
7,congruent,2,0,1234,right
7,incongruent,4,0,1344,right
7,congruent,2,0,1250,right
7,incongruent,2,0,938,right
7,congruent,4,0,1140,right
7,congruent,1,0,1141,right
7,incongruent,3,0,1516,right
7,incongruent,1,0,1297,right
7,incongruent,4,0,1454,right
7,incongruent,1,0,1734,right
7,incongruent,1,0,1125,right
7,congruent,3,0,1375,right
7,congruent,3,0,1344,right
7,incongruent,4,0,969,right
7,congruent,4,0,1235,right
8,incongruent,4,0,1219,right
8,congruent,1,0,1297,right
8,congruent,2,0,1235,right
8,incongruent,2,0,1469,right
8,congruent,4,0,1390,right
8,incongruent,1,0,1266,right
8,congruent,1,0,1484,right
8,incongruent,3,0,1438,right
8,congruent,4,0,1484,right
8,congruent,2,0,1469,right
8,incongruent,1,0,1218,right
8,incongruent,2,0,1188,right
8,incongruent,2,0,1203,right
8,incongruent,1,0,1218,right
8,incongruent,3,0,1157,right
8,incongruent,3,0,1047,right
8,congruent,3,0,1390,right
8,congruent,4,0,1344,right
8,congruent,3,0,1015,right
8,incongruent,4,0,1187,right
8,incongruent,4,0,1250,right
8,congruent,3,0,1125,right
8,congruent,1,0,1078,right
8,congruent,2,0,1141,right
8,incongruent,1,0,1047,right
8,incongruent,3,0,954,right
8,incongruent,2,0,1047,right
8,incongruent,3,0,906,right
8,incongruent,1,0,1015,right
8,congruent,2,0,1015,right
8,incongruent,4,0,1094,right
8,congruent,4,0,1125,right
8,congruent,3,0,1156,right
8,incongruent,2,0,1047,right
8,incongruent,3,0,1031,right
8,congruent,1,0,937,right
8,incongruent,1,0,1094,right
8,congruent,3,0,1422,right
8,incongruent,4,0,1360,right
8,congruent,2,0,1093,right
8,congruent,2,0,1032,right
8,incongruent,2,0,1031,right
8,congruent,1,0,1125,right
8,congruent,1,0,1188,right
8,congruent,4,0,1141,right
8,congruent,3,0,1187,right
8,incongruent,4,0,1047,right
8,congruent,4,0,1047,right
8,congruent,4,0,1047,right
8,incongruent,3,0,1109,right
8,congruent,1,0,922,right
8,congruent,3,0,1109,right
8,congruent,1,0,828,right
8,congruent,3,0,984,right
8,incongruent,2,0,1047,right
8,incongruent,3,0,985,right
8,incongruent,2,0,1109,right
8,congruent,4,0,1015,right
8,congruent,4,0,1046,right
8,incongruent,3,0,1094,right
8,congruent,2,0,1204,right
8,incongruent,4,0,1000,right
8,incongruent,1,0,1360,right
8,congruent,3,0,1250,right
8,incongruent,4,0,1078,right
8,incongruent,2,0,1187,right
8,incongruent,1,0,1093,right
8,congruent,2,0,1000,right
8,congruent,2,0,1063,right
8,incongruent,4,0,1047,right
8,incongruent,1,0,1125,right
8,congruent,1,0,953,right
8,incongruent,1,0,984,right
8,incongruent,2,0,1000,right
8,incongruent,3,0,2015,right
8,congruent,2,0,2031,right
8,congruent,1,0,1078,right
8,incongruent,3,0,1125,right
8,incongruent,3,0,1078,right
8,congruent,1,0,1140,right
8,incongruent,4,0,1063,right
8,congruent,2,0,1062,right
8,incongruent,1,0,1047,right
8,congruent,3,0,1015,right
8,congruent,2,0,1078,right
8,incongruent,4,0,1187,right
8,congruent,3,0,984,right
8,congruent,3,0,1906,right
8,congruent,1,0,1156,right
8,incongruent,1,0,1063,right
8,incongruent,2,0,1125,right
8,congruent,4,0,1016,right
8,incongruent,2,0,1172,right
8,incongruent,4,0,1140,right
8,congruent,4,0,985,right
8,congruent,4,0,1156,right
8,incongruent,1,0,1297,right
8,congruent,4,0,1297,right
8,incongruent,2,0,1157,right
8,incongruent,3,0,1359,right
8,congruent,3,0,1172,right
8,congruent,4,0,1250,right
8,incongruent,1,0,1109,right
8,incongruent,2,0,937,right
8,congruent,2,0,1125,right
8,congruent,4,0,1063,right
8,congruent,1,0,1015,right
8,congruent,3,0,1062,right
8,incongruent,3,0,1313,right
8,congruent,2,0,1016,right
8,incongruent,4,0,1141,right
8,incongruent,1,0,1016,right
8,incongruent,3,0,1093,right
8,congruent,2,0,890,right
8,congruent,3,0,1188,right
8,incongruent,2,0,1109,right
8,congruent,1,0,1187,right
8,congruent,1,0,1157,right
8,incongruent,4,0,1265,right
8,incongruent,4,0,922,right
8,congruent,4,0,1313,right
8,incongruent,1,0,1578,right
