subject,condition,distance,error,RT,side
5,congruent,4,0,1047,left
5,congruent,3,0,1079,left
5,congruent,1,0,1031,left
5,congruent,3,0,1235,left
5,incongruent,3,0,1453,left
5,incongruent,2,0,1266,left
5,incongruent,3,0,1078,left
5,incongruent,4,0,1313,left
5,congruent,2,0,1219,left
5,incongruent,1,0,1079,left
5,congruent,1,0,1125,left
5,incongruent,4,0,1422,left
5,incongruent,3,0,953,left
5,incongruent,3,0,1047,left
5,congruent,3,0,1125,left
5,congruent,1,0,953,left
5,incongruent,1,0,1078,left
5,incongruent,2,0,1031,left
5,incongruent,3,0,1140,left
5,incongruent,2,0,1235,left
5,congruent,2,0,1125,left
5,congruent,3,0,1047,left
5,incongruent,2,0,1046,left
5,congruent,2,0,1062,left
5,congruent,4,0,1109,left
5,incongruent,1,0,1375,left
5,congruent,3,0,1297,left
5,congruent,1,0,1453,left
5,incongruent,4,0,1031,left
5,congruent,4,0,844,left
5,congruent,4,0,1109,left
5,incongruent,4,0,1015,left
5,congruent,2,0,1063,left
5,incongruent,1,0,937,left
5,incongruent,2,0,875,left
5,incongruent,4,0,907,left
5,incongruent,1,0,1016,left
5,congruent,2,0,1141,left
5,congruent,1,0,969,left
5,congruent,2,0,1125,left
5,congruent,3,0,1031,left
5,incongruent,4,0,1140,left
5,incongruent,2,0,1110,left
5,congruent,3,0,1016,left
5,congruent,2,0,1000,left
5,congruent,3,0,1000,left
5,congruent,4,0,1125,left
5,congruent,1,0,1297,left
5,incongruent,4,0,1109,left
5,incongruent,3,0,1375,left
5,congruent,1,0,1250,left
5,incongruent,3,0,1078,left
5,incongruent,3,0,969,left
5,incongruent,2,0,1109,left
5,congruent,4,0,985,left
5,congruent,4,0,1187,left
5,incongruent,1,0,1078,left
6,incongruent,2,0,2532,left
6,incongruent,3,1,1437,left
6,congruent,1,0,1110,left
6,congruent,2,0,1469,left
6,congruent,3,0,1281,left
6,congruent,4,0,1344,left
6,incongruent,2,0,1359,left
6,congruent,2,0,1469,left
6,incongruent,1,0,1625,left
6,congruent,2,0,1375,left
6,congruent,4,0,1282,left
6,incongruent,1,0,1922,left
6,congruent,3,0,1625,left
6,incongruent,2,0,1484,left
6,congruent,3,0,1547,left
6,incongruent,3,0,1250,left
6,congruent,4,0,1391,left
6,congruent,1,0,1578,left
6,incongruent,4,0,1703,left
6,congruent,1,0,1500,left
6,incongruent,1,0,1562,left
6,incongruent,4,0,2157,left
6,incongruent,4,0,1250,left
6,incongruent,3,0,1281,left
6,congruent,2,0,1125,left
6,congruent,4,0,985,left
6,congruent,1,0,1172,left
6,congruent,1,0,1296,left
6,congruent,4,0,1265,left
6,incongruent,2,0,1203,left
6,incongruent,1,0,1171,left
6,incongruent,4,0,1250,left
6,incongruent,4,0,1187,left
6,congruent,3,0,1297,left
6,incongruent,1,0,1125,left
6,incongruent,3,0,1203,left
6,incongruent,1,0,1344,left
6,congruent,2,0,891,left
6,incongruent,3,0,922,left
6,congruent,2,0,1032,left
6,congruent,1,0,1437,left
6,congruent,4,0,1250,left
6,incongruent,2,0,1281,left
6,congruent,3,0,1375,left
6,incongruent,2,0,1313,left
6,incongruent,3,0,1359,left
6,congruent,3,0,1281,left
6,incongruent,4,0,1281,left
6,incongruent,3,0,1141,left
6,congruent,4,0,1110,left
6,incongruent,2,0,1219,left
6,incongruent,4,0,938,left
6,incongruent,1,0,984,left
6,congruent,3,0,1672,left
6,congruent,1,0,953,left
6,congruent,1,0,1047,left
6,congruent,1,0,1032,left
6,incongruent,2,0,1172,left
6,incongruent,4,0,1110,left
6,incongruent,4,0,1032,left
6,incongruent,3,0,1172,left
6,congruent,3,0,1094,left
6,congruent,2,0,1094,left
6,congruent,2,0,984,left
6,congruent,2,0,1078,left
6,incongruent,1,0,1219,left
6,incongruent,3,0,1250,left
6,congruent,4,0,985,left
6,congruent,4,0,1391,left
6,incongruent,1,0,1344,left
6,incongruent,2,0,1125,left
6,congruent,3,0,1078,left
6,congruent,4,0,1078,left
6,congruent,3,0,1031,left
6,congruent,2,0,1688,left
6,incongruent,4,0,1094,left
6,congruent,1,0,1172,left
6,congruent,4,0,922,left
6,incongruent,4,0,1265,left
6,incongruent,4,0,1172,left
6,congruent,4,0,937,left
6,congruent,2,0,1234,left
6,incongruent,1,0,1172,left
6,incongruent,2,0,1250,left
6,incongruent,1,0,1079,left
6,congruent,1,0,1250,left
6,incongruent,3,0,1266,left
6,incongruent,2,0,1078,left
6,incongruent,1,0,1469,left
6,incongruent,3,0,1266,left
6,congruent,2,0,1109,left
6,incongruent,2,0,1438,left
6,congruent,1,0,1907,left
6,congruent,3,0,1094,left
6,congruent,3,0,1218,left
6,incongruent,3,0,1078,left
6,incongruent,4,0,1296,left
6,congruent,1,0,1188,left
6,incongruent,1,0,1344,left
6,congruent,3,0,1359,left
6,incongruent,2,0,1156,left
6,incongruent,3,0,1125,left
6,congruent,2,0,1125,left
6,incongruent,4,0,1313,left
6,congruent,4,0,1453,left
6,incongruent,3,0,1031,left
6,congruent,1,0,1235,left
6,congruent,3,0,1219,left
6,congruent,3,0,953,left
6,incongruent,2,0,1265,left
6,congruent,1,0,1250,left
6,congruent,4,0,1250,left
6,congruent,4,0,1000,left
6,incongruent,4,0,1094,left
6,incongruent,2,1,1390,left
6,incongruent,1,0,1141,left
6,incongruent,3,0,2171,left
6,incongruent,1,0,1360,left
6,congruent,2,0,1313,left
6,congruent,2,0,1203,left
6,incongruent,1,0,1422,left
6,incongruent,3,0,1188,left
6,congruent,3,0,1328,left
6,incongruent,4,0,1313,left
6,congruent,3,0,1250,left
6,incongruent,2,0,1328,left
6,congruent,2,0,1469,left
6,congruent,2,0,1235,left
6,congruent,4,0,1140,left
6,incongruent,3,0,1563,left
6,congruent,1,0,1594,left
6,incongruent,3,0,1438,left
6,incongruent,2,0,1344,left
6,incongruent,2,0,1343,left
6,congruent,2,0,1406,left
6,incongruent,1,0,1266,left
6,congruent,4,0,968,left
6,congruent,3,0,1219,left
6,incongruent,1,0,1234,left
6,incongruent,4,0,1515,left
6,incongruent,4,0,1140,left
6,congruent,1,0,1297,left
6,congruent,4,0,1109,left
6,congruent,1,0,1282,left
6,incongruent,2,0,1203,left
6,incongruent,3,0,1016,left
6,congruent,4,0,1750,left
6,congruent,3,0,1109,left
6,congruent,2,0,1047,left
6,congruent,1,0,1266,left
6,incongruent,4,0,1297,left
6,incongruent,2,0,1250,left
6,incongruent,1,0,1485,left
6,congruent,4,0,1172,left
6,incongruent,4,0,1094,left
6,incongruent,4,0,1141,left
6,congruent,1,0,1266,left
6,congruent,3,0,1360,left
6,congruent,1,0,1797,left
6,incongruent,3,0,1578,left
6,incongruent,1,0,1735,left
6,incongruent,3,0,1063,left
6,congruent,4,0,1203,left
6,incongruent,2,0,1234,left
6,incongruent,1,0,1031,left
6,congruent,2,0,1438,left
6,congruent,2,0,1109,left
6,congruent,3,0,1063,left
6,congruent,1,0,1250,left
6,congruent,1,0,1062,left
6,incongruent,4,0,1250,left
6,incongruent,1,0,1172,left
6,congruent,3,0,1203,left
6,congruent,4,0,1031,left
6,incongruent,3,0,1125,left
6,incongruent,1,0,938,left
6,incongruent,2,0,1375,left
6,congruent,3,0,1250,left
6,incongruent,2,0,1250,left
6,congruent,4,0,1234,left
6,congruent,2,0,1391,left
6,congruent,3,0,1297,left
6,congruent,4,0,1390,left
6,congruent,1,0,1125,left
6,congruent,2,0,1125,left
6,incongruent,4,0,1031,left
6,congruent,2,0,1094,left
6,incongruent,4,0,1234,left
6,incongruent,3,0,1593,left
6,incongruent,1,0,1453,left
6,incongruent,2,0,1266,left
6,incongruent,3,0,1000,left
7,congruent,4,0,1172,left
7,incongruent,2,0,1515,left
7,congruent,2,0,1094,left
7,congruent,3,0,1438,left
7,incongruent,1,0,1766,left
7,incongruent,2,0,1188,left
7,incongruent,4,0,1344,left
7,congruent,4,0,1360,left
7,congruent,3,0,1406,left
7,congruent,1,0,1437,left
7,congruent,3,0,1406,left
7,incongruent,3,0,1406,left
7,incongruent,3,0,1407,left
7,incongruent,3,0,1359,left
7,incongruent,4,0,1141,left
7,incongruent,1,0,1391,left
7,incongruent,2,0,1344,left
7,incongruent,1,0,1500,left
7,congruent,2,0,1546,left
7,congruent,1,0,1156,left
7,congruent,4,0,1266,left
7,congruent,1,0,1172,left
7,congruent,2,0,1312,left
7,incongruent,4,0,1437,left
7,congruent,3,0,1328,left
7,congruent,4,0,1500,left
7,incongruent,3,0,1360,left
7,incongruent,3,0,1297,left
7,incongruent,2,0,1344,left
7,incongruent,2,0,1375,left
7,incongruent,1,0,1218,left
7,incongruent,4,0,1375,left
7,congruent,3,0,1297,left
7,incongruent,2,0,1109,left
7,congruent,2,0,1390,left
7,congruent,1,0,1422,left
7,incongruent,1,0,1328,left
7,congruent,1,0,1391,left
7,incongruent,4,0,1703,left
7,incongruent,3,0,1844,left
7,congruent,2,0,1390,left
7,congruent,3,0,1453,left
7,congruent,2,0,1672,left
7,congruent,1,0,1375,left
7,incongruent,1,0,1093,left
7,congruent,4,0,1547,left
7,congruent,4,0,1344,left
7,congruent,3,0,1062,left
7,incongruent,1,0,1031,left
7,incongruent,1,0,1671,left
7,congruent,1,0,1547,left
7,incongruent,3,0,1422,left
7,incongruent,3,0,1375,left
7,incongruent,1,0,1359,left
7,congruent,2,0,1250,left
7,incongruent,3,0,1282,left
7,congruent,1,0,1266,left
7,congruent,4,0,1500,left
7,congruent,4,0,1500,left
7,incongruent,4,0,1781,left
7,incongruent,4,0,1531,left
7,congruent,3,0,1532,left
7,congruent,1,0,1578,left
7,incongruent,2,0,1406,left
7,incongruent,2,0,1281,left
7,congruent,4,0,1360,left
7,congruent,2,0,1266,left
7,congruent,3,0,1500,left
7,incongruent,4,0,1235,left
7,incongruent,2,0,1641,left
7,congruent,2,0,1406,left
7,incongruent,1,0,1312,left
7,incongruent,2,0,1234,left
7,incongruent,3,0,1359,left
7,congruent,2,0,1329,left
7,incongruent,2,0,1203,left
7,congruent,2,0,1281,left
7,congruent,3,0,1515,left
7,congruent,3,0,1344,left
7,congruent,3,0,1360,left
7,congruent,4,0,1313,left
7,congruent,2,0,1500,left
7,incongruent,4,0,1250,left
7,congruent,4,0,1312,left
7,incongruent,1,0,1453,left
7,incongruent,3,0,1266,left
7,congruent,4,0,1157,left
7,congruent,1,0,1219,left
7,incongruent,3,0,1109,left
7,incongruent,2,0,1406,left
7,incongruent,4,0,1453,left
7,incongruent,1,0,1266,left
7,congruent,1,0,1469,left
7,incongruent,4,0,1390,left
7,congruent,1,0,1407,left
7,incongruent,1,0,1578,left
7,incongruent,3,0,1375,left
7,congruent,3,0,1312,left
7,congruent,1,0,1250,left
7,incongruent,1,0,1390,left
7,congruent,4,0,1453,left
7,congruent,1,0,1343,left
7,congruent,4,0,1250,left
7,congruent,2,0,1266,left
7,incongruent,3,0,1250,left
7,incongruent,2,0,1328,left
7,incongruent,2,0,1360,left
7,incongruent,4,0,1281,left
7,incongruent,2,0,1250,left
7,congruent,3,0,1531,left
7,congruent,3,0,1500,left
7,congruent,4,0,1235,left
7,congruent,2,0,1312,left
7,incongruent,1,0,1375,left
7,incongruent,3,0,1281,left
7,congruent,1,0,1625,left
7,congruent,2,0,1360,left
7,incongruent,4,0,1406,left
7,incongruent,4,0,1359,left
7,incongruent,4,0,1312,left
7,incongruent,4,0,1516,left
7,incongruent,2,0,1203,left
7,congruent,1,0,1109,left
7,incongruent,2,0,1047,left
7,incongruent,1,0,1203,left
7,congruent,4,0,1266,left
7,incongruent,3,0,1453,left
7,congruent,2,0,1266,left
7,incongruent,1,0,1281,left
7,congruent,3,0,1312,left
7,incongruent,1,0,1282,left
7,congruent,3,0,1484,left
7,congruent,1,0,1125,left
7,congruent,2,0,1453,left
7,congruent,1,0,1047,left
7,congruent,2,0,1265,left
7,congruent,4,0,1375,left
7,congruent,3,0,1235,left
7,incongruent,3,0,1438,left
7,congruent,4,0,1266,left
7,incongruent,4,0,1359,left
7,incongruent,2,0,1609,left
7,incongruent,3,0,1078,left
7,congruent,4,0,1422,left
7,incongruent,2,0,1297,left
7,incongruent,1,0,1469,left
7,congruent,2,0,2703,left
7,congruent,3,0,1204,left
7,congruent,4,0,1360,left
7,incongruent,2,0,1204,left
7,congruent,2,0,1203,left
7,incongruent,1,0,1063,left
7,incongruent,2,0,1375,left
7,incongruent,4,0,1094,left
7,congruent,1,0,1187,left
7,congruent,3,0,1266,left
7,congruent,2,0,1281,left
7,congruent,3,0,1375,left
7,congruent,1,0,1188,left
7,incongruent,4,0,1032,left
7,incongruent,1,0,1281,left
7,congruent,4,0,1234,left
7,incongruent,3,0,1453,left
7,incongruent,3,0,1406,left
7,congruent,1,0,1609,left
7,incongruent,4,0,1250,left
7,incongruent,3,0,1328,left
7,congruent,3,0,1313,left
7,congruent,1,0,1219,left
7,congruent,3,0,1078,left
7,incongruent,4,0,1204,left
7,incongruent,3,0,1313,left
7,incongruent,4,0,1532,left
7,congruent,2,0,1172,left
7,congruent,4,0,1016,left
7,congruent,2,0,1157,left
7,incongruent,2,0,1063,left
7,incongruent,1,0,1046,left
7,incongruent,3,0,1172,left
7,congruent,1,0,1266,left
7,incongruent,1,0,1047,left
7,incongruent,2,0,1188,left
7,incongruent,4,0,1469,left
7,incongruent,2,0,1422,left
7,congruent,2,0,1016,left
7,congruent,3,0,1140,left
7,incongruent,3,0,1313,left
7,congruent,4,0,1437,left
7,congruent,4,0,1609,left
7,congruent,1,0,1219,left
7,incongruent,1,0,1203,left
8,congruent,3,0,3281,left
8,incongruent,4,0,1844,left
8,incongruent,3,0,1344,left
8,incongruent,1,0,1953,left
8,congruent,4,0,1203,left
8,congruent,1,0,1406,left
8,congruent,3,0,1328,left
8,incongruent,4,0,1078,left
8,congruent,4,0,1219,left
8,congruent,1,0,1265,left
8,incongruent,2,0,1031,left
8,congruent,4,0,1234,left
8,incongruent,3,0,1391,left
8,congruent,2,0,2531,left
8,congruent,2,0,1344,left
8,incongruent,1,0,1219,left
8,congruent,1,0,1125,left
8,congruent,2,0,1188,left
8,incongruent,2,0,1234,left
8,congruent,3,0,1219,left
8,incongruent,2,0,1094,left
8,incongruent,3,0,1157,left
8,incongruent,4,0,1157,left
8,incongruent,1,0,984,left
8,congruent,3,0,1047,left
8,congruent,4,0,1063,left
8,congruent,1,0,1000,left
8,congruent,3,0,1078,left
8,congruent,2,0,1047,left
8,incongruent,3,0,1110,left
8,congruent,4,0,1203,left
8,incongruent,3,0,1235,left
8,congruent,2,0,1094,left
8,incongruent,4,0,1125,left
8,incongruent,1,0,1141,left
8,congruent,1,0,1109,left
8,incongruent,2,0,1203,left
8,incongruent,2,0,1187,left
8,congruent,3,0,1062,left
8,congruent,4,0,1140,left
8,congruent,1,0,1141,left
8,incongruent,4,0,1219,left
8,incongruent,1,0,2187,left
8,incongruent,1,0,1000,left
8,congruent,2,0,1265,left
8,incongruent,3,0,1063,left
8,incongruent,2,0,1062,left
8,incongruent,4,0,1172,left
8,congruent,2,0,1078,left
8,incongruent,3,0,1031,left
8,incongruent,4,0,1094,left
8,incongruent,4,0,875,left
8,incongruent,1,0,1093,left
8,congruent,2,0,1157,left
8,incongruent,2,0,1078,left
8,incongruent,3,0,953,left
8,incongruent,1,0,1031,left
8,congruent,4,0,1093,left
8,incongruent,3,0,1016,left
8,incongruent,2,0,1359,left
8,incongruent,1,0,1031,left
8,congruent,1,0,1062,left
8,congruent,3,0,1078,left
8,incongruent,2,0,922,left
8,congruent,4,0,1000,left
8,congruent,3,0,985,left
8,congruent,2,0,1156,left
8,incongruent,4,0,1375,left
8,congruent,3,0,1110,left
8,congruent,1,0,1266,left
8,congruent,4,0,1110,left
8,congruent,1,0,1000,left
8,congruent,3,0,1203,left
8,congruent,4,0,1140,left
8,congruent,3,0,1016,left
8,incongruent,3,0,1156,left
8,congruent,2,0,1078,left
8,incongruent,2,0,906,left
8,incongruent,2,0,969,left
8,congruent,1,0,1109,left
8,incongruent,4,0,1125,left
8,incongruent,3,0,1140,left
8,congruent,3,0,1469,left
8,congruent,2,0,1062,left
8,incongruent,2,0,1079,left
8,congruent,4,0,1125,left
8,congruent,2,0,1015,left
8,incongruent,1,0,1110,left
8,congruent,4,0,1359,left
8,incongruent,1,0,1265,left
8,incongruent,4,0,1078,left
8,congruent,1,0,1140,left
8,incongruent,3,0,1437,left
8,congruent,1,0,1187,left
8,incongruent,4,0,1094,left
8,incongruent,1,0,1360,left
8,congruent,1,0,1156,left
8,incongruent,4,0,1250,left
8,incongruent,1,0,1000,left
8,incongruent,2,0,1015,left
8,incongruent,4,0,907,left
8,congruent,4,0,1250,left
8,incongruent,4,0,1157,left
8,incongruent,3,0,1140,left
8,incongruent,1,0,1110,left
8,congruent,3,0,1125,left
8,congruent,1,0,984,left
8,congruent,2,0,922,left
8,congruent,4,0,1047,left
8,incongruent,3,0,1204,left
8,incongruent,1,0,1187,left
8,congruent,2,0,1141,left
8,congruent,2,0,1031,left
8,incongruent,2,0,1266,left
8,congruent,4,0,1031,left
8,congruent,1,0,1375,left
8,congruent,3,0,922,left
8,incongruent,2,0,1188,left
8,congruent,3,0,1078,left
8,incongruent,3,0,1062,left
8,incongruent,1,0,1187,left
8,congruent,2,0,1219,left
8,congruent,1,0,1062,left
8,incongruent,4,0,1000,left
8,congruent,1,0,1032,left
8,congruent,2,0,1016,left
8,incongruent,3,0,1203,left
8,incongruent,3,0,1188,left
8,congruent,4,0,1391,left
8,incongruent,2,0,1360,left
8,congruent,4,0,1485,left
8,incongruent,4,0,1297,left
8,congruent,3,0,1109,left
8,incongruent,1,0,1891,left
8,incongruent,1,0,1125,left
8,congruent,4,0,1016,left
8,congruent,3,0,1125,left
8,congruent,1,0,922,left
8,congruent,3,0,1094,left
8,incongruent,3,0,984,left
8,incongruent,2,0,1234,left
8,incongruent,2,0,1015,left
8,incongruent,4,0,969,left
8,congruent,2,0,969,left
8,incongruent,2,0,1172,left
8,incongruent,4,0,984,left
8,incongruent,1,0,953,left
8,congruent,1,0,938,left
8,congruent,1,0,984,left
8,incongruent,3,0,1031,left
8,congruent,2,0,1250,left
8,congruent,4,0,1078,left
8,incongruent,2,0,937,left
8,incongruent,3,0,1343,left
8,incongruent,3,0,1063,left
8,incongruent,1,0,953,left
8,congruent,2,0,1047,left
8,congruent,3,0,1000,left
8,incongruent,2,0,1031,left
8,congruent,2,0,1000,left
8,congruent,4,0,891,left
8,incongruent,1,0,1078,left
8,congruent,3,0,1109,left
8,incongruent,4,0,875,left
8,congruent,4,0,1000,left
8,congruent,3,0,1047,left
8,incongruent,4,0,1094,left
8,congruent,1,0,2438,left
8,incongruent,1,0,922,left
8,congruent,4,0,1062,left
8,congruent,2,0,1078,left
8,congruent,1,0,985,left
8,congruent,3,0,954,left
8,congruent,4,0,1016,left
8,congruent,3,0,1047,left
8,incongruent,4,0,1000,left
8,incongruent,3,0,1281,left
8,incongruent,2,0,1047,left
8,incongruent,2,0,1188,left
8,congruent,2,0,1187,left
8,incongruent,4,0,1594,left
8,incongruent,1,0,1093,left
8,incongruent,3,0,1031,left
8,incongruent,1,0,1015,left
8,congruent,4,0,1219,left
8,incongruent,3,0,1031,left
8,congruent,3,0,907,left
8,incongruent,4,0,1047,left
8,congruent,1,0,1062,left
8,congruent,1,0,1234,left
8,congruent,2,0,875,left
8,incongruent,2,0,1219,left
9,incongruent,3,0,2657,left
9,incongruent,4,0,3172,left
9,incongruent,4,0,3500,left
9,congruent,3,0,2219,left
9,incongruent,3,0,1813,left
9,congruent,1,0,1953,left
9,congruent,4,0,2140,left
9,congruent,1,0,2047,left
9,incongruent,2,0,2656,left
9,incongruent,1,0,2140,left
9,congruent,4,0,2265,left
9,congruent,1,0,1703,left
9,congruent,2,0,1531,left
9,congruent,3,0,1703,left
9,congruent,3,0,1703,left
9,congruent,4,0,1718,left
9,incongruent,4,0,1485,left
9,incongruent,2,0,1422,left
9,congruent,2,0,1328,left
9,incongruent,1,0,1453,left
9,incongruent,3,0,2063,left
9,congruent,2,0,1968,left
9,incongruent,1,0,1563,left
9,incongruent,2,0,1453,left
9,congruent,3,0,1718,left
9,congruent,1,0,1610,left
9,incongruent,1,0,1796,left
9,congruent,4,0,1672,left
9,incongruent,3,0,1563,left
9,incongruent,1,0,2406,left
9,incongruent,3,0,1922,left
9,congruent,1,0,1781,left
9,incongruent,2,0,1704,left
9,congruent,1,0,1797,left
9,incongruent,4,0,1672,left
9,congruent,3,0,1594,left
9,congruent,3,0,1797,left
9,congruent,4,0,1906,left
9,incongruent,1,0,1922,left
9,incongruent,3,0,2062,left
9,incongruent,2,0,2235,left
9,incongruent,2,0,2109,left
9,congruent,2,0,1703,left
9,congruent,2,0,1718,left
9,congruent,2,0,1797,left
9,congruent,4,0,1625,left
9,incongruent,4,0,1875,left
9,incongruent,4,0,2188,left
9,incongruent,3,0,2110,left
9,congruent,2,0,1907,left
9,congruent,4,0,1500,left
9,congruent,2,0,1843,left
9,congruent,3,0,1719,left
9,incongruent,2,0,1985,left
9,incongruent,4,0,2485,left
9,incongruent,1,0,2188,left
9,incongruent,2,0,1765,left
9,congruent,4,0,2438,left
9,congruent,2,0,1610,left
9,incongruent,1,0,1609,left
9,congruent,4,0,1610,left
9,congruent,3,0,1531,left
9,incongruent,4,0,1407,left
9,incongruent,3,0,1953,left
9,congruent,1,0,1922,left
9,congruent,3,0,1890,left
9,congruent,1,0,1500,left
9,incongruent,4,0,1672,left
9,incongruent,1,0,2172,left
9,incongruent,3,0,1719,left
9,incongruent,2,0,1578,left
9,congruent,1,0,1422,left
9,incongruent,4,0,2172,left
9,congruent,3,0,2125,left
